ENTITY_PHONE_ID,OBJ_ID,ENTITY_ID,ENT_TYP_CD,PHONE_TYP_CD,PHONE_NBR,PHONE_EXTN_NBR,POSTAL_CNTRY_CD,DFLT_IND,ACTV_IND
10267,KFS-TEM-KRIM-PHONE-0040,1102,PERSON,WRK,800-555-1212,,US,Y,Y
10268,KFS-TEM-KRIM-PHONE-0041,1103,PERSON,WRK,800-555-1212,,US,Y,Y
10269,KFS-TEM-KRIM-PHONE-0042,1104,PERSON,WRK,800-555-1212,,US,Y,Y
10270,KFS-TEM-KRIM-PHONE-0043,1105,PERSON,WRK,800-555-1212,,US,Y,Y
10271,KFS-TEM-KRIM-PHONE-0044,1106,PERSON,WRK,800-555-1212,,US,Y,Y
10272,KFS-TEM-KRIM-PHONE-0045,1107,PERSON,WRK,800-555-1212,,US,Y,Y
10273,KFS-TEM-KRIM-PHONE-0046,1108,PERSON,WRK,800-555-1212,,US,Y,Y
10274,KFS-TEM-KRIM-PHONE-0047,1110,PERSON,WRK,800-555-1212,,US,Y,Y
10275,KFS-TEM-KRIM-PHONE-0048,1111,PERSON,WRK,800-555-1212,,US,Y,Y
10276,KFS-TEM-KRIM-PHONE-0049,1112,PERSON,WRK,800-555-1212,,US,Y,Y
10277,KFS-TEM-KRIM-PHONE-0050,1113,PERSON,WRK,800-555-1212,,US,Y,Y
10278,KFS-TEM-KRIM-PHONE-0051,KFS1001,PERSON,WRK,800-555-1212,,US,Y,Y
10279,KFS-TEM-KRIM-PHONE-0052,KFS4017,PERSON,WRK,800-555-1212,,US,Y,Y
10280,KFS-TEM-KRIM-PHONE-0053,KFS3698,PERSON,WRK,800-555-1212,,US,Y,Y
10281,KFS-TEM-KRIM-PHONE-0054,KFS3681,PERSON,WRK,800-555-1212,,US,Y,Y
10282,KFS-TEM-KRIM-PHONE-0055,KFS3248,PERSON,WRK,800-555-1212,,US,Y,Y
10283,KFS-TEM-KRIM-PHONE-0056,KFS3194,PERSON,WRK,800-555-1212,,US,Y,Y
10284,KFS-TEM-KRIM-PHONE-0057,KFS3080,PERSON,WRK,800-555-1212,,US,Y,Y
10285,KFS-TEM-KRIM-PHONE-0058,KFS3349,PERSON,WRK,800-555-1212,,US,Y,Y
10286,KFS-TEM-KRIM-PHONE-0059,KFS3304,PERSON,WRK,800-555-1212,,US,Y,Y
10287,KFS-TEM-KRIM-PHONE-0060,KFS1016,PERSON,WRK,800-555-1212,,US,Y,Y
10288,KFS-TEM-KRIM-PHONE-0061,KFS3067,PERSON,WRK,800-555-1212,,US,Y,Y
10289,KFS-TEM-KRIM-PHONE-0062,KFS3447,PERSON,WRK,800-555-1212,,US,Y,Y
10290,KFS-TEM-KRIM-PHONE-0063,KFS3996,PERSON,WRK,800-555-1212,,US,Y,Y
10291,KFS-TEM-KRIM-PHONE-0064,KFS3547,PERSON,WRK,800-555-1212,,US,Y,Y
10292,KFS-TEM-KRIM-PHONE-0065,KFS3256,PERSON,WRK,800-555-1212,,US,Y,Y
10293,KFS-TEM-KRIM-PHONE-0066,KFS3129,PERSON,WRK,800-555-1212,,US,Y,Y
10294,KFS-TEM-KRIM-PHONE-0067,KFS3048,PERSON,WRK,800-555-1212,,US,Y,Y
10295,KFS-TEM-KRIM-PHONE-0068,KFS2865,PERSON,WRK,800-555-1212,,US,Y,Y
10296,KFS-TEM-KRIM-PHONE-0069,KFS3463,PERSON,WRK,800-555-1212,,US,Y,Y
10297,KFS-TEM-KRIM-PHONE-0070,KFS3630,PERSON,WRK,800-555-1212,,US,Y,Y
10298,KFS-TEM-KRIM-PHONE-0071,KFS3315,PERSON,WRK,800-555-1212,,US,Y,Y
10299,KFS-TEM-KRIM-PHONE-0072,KFS2923,PERSON,WRK,800-555-1212,,US,Y,Y
10300,KFS-TEM-KRIM-PHONE-0073,KFS3680,PERSON,WRK,800-555-1212,,US,Y,Y
10301,KFS-TEM-KRIM-PHONE-0074,KFS3066,PERSON,WRK,800-555-1212,,US,Y,Y
10302,KFS-TEM-KRIM-PHONE-0075,KFS3438,PERSON,WRK,800-555-1212,,US,Y,Y
10303,KFS-TEM-KRIM-PHONE-0076,KFS3397,PERSON,WRK,800-555-1212,,US,Y,Y
10304,KFS-TEM-KRIM-PHONE-0077,KFS1115,PERSON,WRK,800-555-1212,,US,Y,Y
10305,KFS-TEM-KRIM-PHONE-0078,KFS3233,PERSON,WRK,800-555-1212,,US,Y,Y
10306,KFS-TEM-KRIM-PHONE-0079,KFS3346,PERSON,WRK,800-555-1212,,US,Y,Y
10307,KFS-TEM-KRIM-PHONE-0080,KFS3287,PERSON,WRK,800-555-1212,,US,Y,Y
10308,KFS-TEM-KRIM-PHONE-0081,KFS2825,PERSON,WRK,800-555-1212,,US,Y,Y
10309,KFS-TEM-KRIM-PHONE-0082,KFS2996,PERSON,WRK,800-555-1212,,US,Y,Y
10310,KFS-TEM-KRIM-PHONE-0083,KFS3407,PERSON,WRK,800-555-1212,,US,Y,Y
10311,KFS-TEM-KRIM-PHONE-0084,KFS3688,PERSON,WRK,800-555-1212,,US,Y,Y
10312,KFS-TEM-KRIM-PHONE-0085,KFS2898,PERSON,WRK,800-555-1212,,US,Y,Y
10313,KFS-TEM-KRIM-PHONE-0086,KFS3967,PERSON,WRK,800-555-1212,,US,Y,Y
10314,KFS-TEM-KRIM-PHONE-0087,KFS3884,PERSON,WRK,800-555-1212,,US,Y,Y
10315,KFS-TEM-KRIM-PHONE-0088,KFS2743,PERSON,WRK,800-555-1212,,US,Y,Y
10316,KFS-TEM-KRIM-PHONE-0089,KFS3343,PERSON,WRK,800-555-1212,,US,Y,Y
10317,KFS-TEM-KRIM-PHONE-0090,KFS3558,PERSON,WRK,800-555-1212,,US,Y,Y
10318,KFS-TEM-KRIM-PHONE-0091,KFS2946,PERSON,WRK,800-555-1212,,US,Y,Y
10319,KFS-TEM-KRIM-PHONE-0092,KFS2492,PERSON,WRK,800-555-1212,,US,Y,Y
10320,KFS-TEM-KRIM-PHONE-0093,KFS3031,PERSON,WRK,800-555-1212,,US,Y,Y
10321,KFS-TEM-KRIM-PHONE-0094,KFS3781,PERSON,WRK,800-555-1212,,US,Y,Y
10322,KFS-TEM-KRIM-PHONE-0095,KFS3477,PERSON,WRK,800-555-1212,,US,Y,Y
10323,KFS-TEM-KRIM-PHONE-0096,KFS3470,PERSON,WRK,800-555-1212,,US,Y,Y
10324,KFS-TEM-KRIM-PHONE-0097,KFS3831,PERSON,WRK,800-555-1212,,US,Y,Y
10325,KFS-TEM-KRIM-PHONE-0098,KFS1036,PERSON,WRK,800-555-1212,,US,Y,Y
10326,KFS-TEM-KRIM-PHONE-0099,KFS2908,PERSON,WRK,800-555-1212,,US,Y,Y
10327,KFS-TEM-KRIM-PHONE-0100,KFS3864,PERSON,WRK,800-555-1212,,US,Y,Y
10328,KFS-TEM-KRIM-PHONE-0101,KFS3082,PERSON,WRK,800-555-1212,,US,Y,Y
10329,KFS-TEM-KRIM-PHONE-0102,KFS2954,PERSON,WRK,800-555-1212,,US,Y,Y
10330,KFS-TEM-KRIM-PHONE-0103,KFS1744,PERSON,WRK,800-555-1212,,US,Y,Y
10331,KFS-TEM-KRIM-PHONE-0104,KFS3833,PERSON,WRK,800-555-1212,,US,Y,Y
10332,KFS-TEM-KRIM-PHONE-0105,KFS3350,PERSON,WRK,800-555-1212,,US,Y,Y
10333,KFS-TEM-KRIM-PHONE-0106,KFS3459,PERSON,WRK,800-555-1212,,US,Y,Y
10334,KFS-TEM-KRIM-PHONE-0107,KFS4026,PERSON,WRK,800-555-1212,,US,Y,Y
10335,KFS-TEM-KRIM-PHONE-0108,KFS3130,PERSON,WRK,800-555-1212,,US,Y,Y
10336,KFS-TEM-KRIM-PHONE-0109,KFS1601,PERSON,WRK,800-555-1212,,US,Y,Y
10337,KFS-TEM-KRIM-PHONE-0110,KFS3835,PERSON,WRK,800-555-1212,,US,Y,Y
10338,KFS-TEM-KRIM-PHONE-0111,KFS3077,PERSON,WRK,800-555-1212,,US,Y,Y
10339,KFS-TEM-KRIM-PHONE-0112,KFS3143,PERSON,WRK,800-555-1212,,US,Y,Y
10340,KFS-TEM-KRIM-PHONE-0113,KFS3484,PERSON,WRK,800-555-1212,,US,Y,Y
10341,KFS-TEM-KRIM-PHONE-0114,KFS2874,PERSON,WRK,800-555-1212,,US,Y,Y
10342,KFS-TEM-KRIM-PHONE-0115,KFS3285,PERSON,WRK,800-555-1212,,US,Y,Y
10343,KFS-TEM-KRIM-PHONE-0116,KFS3912,PERSON,WRK,800-555-1212,,US,Y,Y
10344,KFS-TEM-KRIM-PHONE-0117,KFS3818,PERSON,WRK,800-555-1212,,US,Y,Y
10345,KFS-TEM-KRIM-PHONE-0118,KFS3994,PERSON,WRK,800-555-1212,,US,Y,Y
10346,KFS-TEM-KRIM-PHONE-0119,KFS2971,PERSON,WRK,800-555-1212,,US,Y,Y
10347,KFS-TEM-KRIM-PHONE-0120,KFS2860,PERSON,WRK,800-555-1212,,US,Y,Y
10348,KFS-TEM-KRIM-PHONE-0121,KFS3178,PERSON,WRK,800-555-1212,,US,Y,Y
10349,KFS-TEM-KRIM-PHONE-0122,KFS2886,PERSON,WRK,800-555-1212,,US,Y,Y
10350,KFS-TEM-KRIM-PHONE-0123,KFS2843,PERSON,WRK,800-555-1212,,US,Y,Y
10351,KFS-TEM-KRIM-PHONE-0124,KFS2980,PERSON,WRK,800-555-1212,,US,Y,Y
10352,KFS-TEM-KRIM-PHONE-0125,KFS3419,PERSON,WRK,800-555-1212,,US,Y,Y
10353,KFS-TEM-KRIM-PHONE-0126,KFS1545,PERSON,WRK,800-555-1212,,US,Y,Y
10354,KFS-TEM-KRIM-PHONE-0127,KFS3502,PERSON,WRK,800-555-1212,,US,Y,Y
10355,KFS-TEM-KRIM-PHONE-0128,KFS3721,PERSON,WRK,800-555-1212,,US,Y,Y
10356,KFS-TEM-KRIM-PHONE-0129,KFS3847,PERSON,WRK,800-555-1212,,US,Y,Y
10357,KFS-TEM-KRIM-PHONE-0130,KFS3257,PERSON,WRK,800-555-1212,,US,Y,Y
10358,KFS-TEM-KRIM-PHONE-0131,KFS3103,PERSON,WRK,800-555-1212,,US,Y,Y
10359,KFS-TEM-KRIM-PHONE-0132,KFS3812,PERSON,WRK,800-555-1212,,US,Y,Y
10360,KFS-TEM-KRIM-PHONE-0133,KFS3619,PERSON,WRK,800-555-1212,,US,Y,Y
10361,KFS-TEM-KRIM-PHONE-0134,KFS3937,PERSON,WRK,800-555-1212,,US,Y,Y
10362,KFS-TEM-KRIM-PHONE-0135,KFS3690,PERSON,WRK,800-555-1212,,US,Y,Y
10363,KFS-TEM-KRIM-PHONE-0136,KFS3011,PERSON,WRK,800-555-1212,,US,Y,Y
10364,KFS-TEM-KRIM-PHONE-0137,KFS3098,PERSON,WRK,800-555-1212,,US,Y,Y
10365,KFS-TEM-KRIM-PHONE-0138,KFS2782,PERSON,WRK,800-555-1212,,US,Y,Y
10366,KFS-TEM-KRIM-PHONE-0139,KFS3136,PERSON,WRK,800-555-1212,,US,Y,Y
10367,KFS-TEM-KRIM-PHONE-0140,KFS2774,PERSON,WRK,800-555-1212,,US,Y,Y
10368,KFS-TEM-KRIM-PHONE-0141,KFS3980,PERSON,WRK,800-555-1212,,US,Y,Y
10369,KFS-TEM-KRIM-PHONE-0142,KFS3093,PERSON,WRK,800-555-1212,,US,Y,Y
10370,KFS-TEM-KRIM-PHONE-0143,KFS3297,PERSON,WRK,800-555-1212,,US,Y,Y
10371,KFS-TEM-KRIM-PHONE-0144,KFS2595,PERSON,WRK,800-555-1212,,US,Y,Y
10372,KFS-TEM-KRIM-PHONE-0145,KFS2796,PERSON,WRK,800-555-1212,,US,Y,Y
10373,KFS-TEM-KRIM-PHONE-0146,KFS4025,PERSON,WRK,800-555-1212,,US,Y,Y
10374,KFS-TEM-KRIM-PHONE-0147,KFS3707,PERSON,WRK,800-555-1212,,US,Y,Y
10375,KFS-TEM-KRIM-PHONE-0148,KFS3948,PERSON,WRK,800-555-1212,,US,Y,Y
10376,KFS-TEM-KRIM-PHONE-0149,KFS3694,PERSON,WRK,800-555-1212,,US,Y,Y
10377,KFS-TEM-KRIM-PHONE-0150,KFS3819,PERSON,WRK,800-555-1212,,US,Y,Y
10378,KFS-TEM-KRIM-PHONE-0151,KFS2018,PERSON,WRK,800-555-1212,,US,Y,Y
10379,KFS-TEM-KRIM-PHONE-0152,KFS1079,PERSON,WRK,800-555-1212,,US,Y,Y
10380,KFS-TEM-KRIM-PHONE-0153,KFS3925,PERSON,WRK,800-555-1212,,US,Y,Y
10001,KFS-TEM-KRIM-PHONE-0154,KFS2876,PERSON,WRK,800-555-1212,,US,Y,Y
10002,KFS-TEM-KRIM-PHONE-0155,KFS2937,PERSON,WRK,800-555-1212,,US,Y,Y
10003,KFS-TEM-KRIM-PHONE-0156,KFS2829,PERSON,WRK,800-555-1212,,US,Y,Y
10004,KFS-TEM-KRIM-PHONE-0157,KFS3714,PERSON,WRK,800-555-1212,,US,Y,Y
10005,KFS-TEM-KRIM-PHONE-0158,KFS3239,PERSON,WRK,800-555-1212,,US,Y,Y
10006,KFS-TEM-KRIM-PHONE-0159,KFS3132,PERSON,WRK,800-555-1212,,US,Y,Y
10007,KFS-TEM-KRIM-PHONE-0160,KFS3102,PERSON,WRK,800-555-1212,,US,Y,Y
10008,KFS-TEM-KRIM-PHONE-0161,KFS3913,PERSON,WRK,800-555-1212,,US,Y,Y
10009,KFS-TEM-KRIM-PHONE-0162,KFS3388,PERSON,WRK,800-555-1212,,US,Y,Y
10010,KFS-TEM-KRIM-PHONE-0163,KFS1315,PERSON,WRK,800-555-1212,,US,Y,Y
10011,KFS-TEM-KRIM-PHONE-0164,KFS1012,PERSON,WRK,800-555-1212,,US,Y,Y
10012,KFS-TEM-KRIM-PHONE-0165,KFS3453,PERSON,WRK,800-555-1212,,US,Y,Y
10013,KFS-TEM-KRIM-PHONE-0166,KFS1078,PERSON,WRK,800-555-1212,,US,Y,Y
10014,KFS-TEM-KRIM-PHONE-0167,KFS3503,PERSON,WRK,800-555-1212,,US,Y,Y
10015,KFS-TEM-KRIM-PHONE-0168,KFS3433,PERSON,WRK,800-555-1212,,US,Y,Y
10016,KFS-TEM-KRIM-PHONE-0169,KFS2800,PERSON,WRK,800-555-1212,,US,Y,Y
10017,KFS-TEM-KRIM-PHONE-0170,KFS3900,PERSON,WRK,800-555-1212,,US,Y,Y
10018,KFS-TEM-KRIM-PHONE-0171,KFS3949,PERSON,WRK,800-555-1212,,US,Y,Y
10019,KFS-TEM-KRIM-PHONE-0172,KFS3979,PERSON,WRK,800-555-1212,,US,Y,Y
10020,KFS-TEM-KRIM-PHONE-0173,KFS3952,PERSON,WRK,800-555-1212,,US,Y,Y
10021,KFS-TEM-KRIM-PHONE-0174,KFS1334,PERSON,WRK,800-555-1212,,US,Y,Y
10022,KFS-TEM-KRIM-PHONE-0175,KFS3509,PERSON,WRK,800-555-1212,,US,Y,Y
10023,KFS-TEM-KRIM-PHONE-0176,KFS3993,PERSON,WRK,800-555-1212,,US,Y,Y
10024,KFS-TEM-KRIM-PHONE-0177,KFS3439,PERSON,WRK,800-555-1212,,US,Y,Y
10025,KFS-TEM-KRIM-PHONE-0178,KFS3207,PERSON,WRK,800-555-1212,,US,Y,Y
10026,KFS-TEM-KRIM-PHONE-0179,KFS2567,PERSON,WRK,800-555-1212,,US,Y,Y
10027,KFS-TEM-KRIM-PHONE-0180,KFS3052,PERSON,WRK,800-555-1212,,US,Y,Y
10028,KFS-TEM-KRIM-PHONE-0181,KFS2629,PERSON,WRK,800-555-1212,,US,Y,Y
10029,KFS-TEM-KRIM-PHONE-0182,KFS2943,PERSON,WRK,800-555-1212,,US,Y,Y
10030,KFS-TEM-KRIM-PHONE-0183,KFS3330,PERSON,WRK,800-555-1212,,US,Y,Y
10031,KFS-TEM-KRIM-PHONE-0184,KFS1232,PERSON,WRK,800-555-1212,,US,Y,Y
10032,KFS-TEM-KRIM-PHONE-0185,KFS3821,PERSON,WRK,800-555-1212,,US,Y,Y
10033,KFS-TEM-KRIM-PHONE-0186,KFS3829,PERSON,WRK,800-555-1212,,US,Y,Y
10034,KFS-TEM-KRIM-PHONE-0187,KFS3000,PERSON,WRK,800-555-1212,,US,Y,Y
10035,KFS-TEM-KRIM-PHONE-0188,KFS3430,PERSON,WRK,800-555-1212,,US,Y,Y
10036,KFS-TEM-KRIM-PHONE-0189,KFS2376,PERSON,WRK,800-555-1212,,US,Y,Y
10037,KFS-TEM-KRIM-PHONE-0190,KFS1107,PERSON,WRK,800-555-1212,,US,Y,Y
10038,KFS-TEM-KRIM-PHONE-0191,KFS2936,PERSON,WRK,800-555-1212,,US,Y,Y
10039,KFS-TEM-KRIM-PHONE-0192,KFS3071,PERSON,WRK,800-555-1212,,US,Y,Y
10040,KFS-TEM-KRIM-PHONE-0193,KFS2844,PERSON,WRK,800-555-1212,,US,Y,Y
10041,KFS-TEM-KRIM-PHONE-0194,KFS2578,PERSON,WRK,800-555-1212,,US,Y,Y
10042,KFS-TEM-KRIM-PHONE-0195,KFS3490,PERSON,WRK,800-555-1212,,US,Y,Y
10043,KFS-TEM-KRIM-PHONE-0196,KFS2984,PERSON,WRK,800-555-1212,,US,Y,Y
10044,KFS-TEM-KRIM-PHONE-0197,KFS3639,PERSON,WRK,800-555-1212,,US,Y,Y
10045,KFS-TEM-KRIM-PHONE-0198,KFS3314,PERSON,WRK,800-555-1212,,US,Y,Y
10046,KFS-TEM-KRIM-PHONE-0199,KFS3336,PERSON,WRK,800-555-1212,,US,Y,Y
10047,KFS-TEM-KRIM-PHONE-0200,KFS3571,PERSON,WRK,800-555-1212,,US,Y,Y
10048,KFS-TEM-KRIM-PHONE-0201,KFS2780,PERSON,WRK,800-555-1212,,US,Y,Y
10049,KFS-TEM-KRIM-PHONE-0202,KFS1013,PERSON,WRK,800-555-1212,,US,Y,Y
10050,KFS-TEM-KRIM-PHONE-0203,KFS2857,PERSON,WRK,800-555-1212,,US,Y,Y
10051,KFS-TEM-KRIM-PHONE-0204,KFS3782,PERSON,WRK,800-555-1212,,US,Y,Y
10052,KFS-TEM-KRIM-PHONE-0205,KFS2849,PERSON,WRK,800-555-1212,,US,Y,Y
10053,KFS-TEM-KRIM-PHONE-0206,KFS3903,PERSON,WRK,800-555-1212,,US,Y,Y
10054,KFS-TEM-KRIM-PHONE-0207,KFS3745,PERSON,WRK,800-555-1212,,US,Y,Y
10055,KFS-TEM-KRIM-PHONE-0208,KFS3728,PERSON,WRK,800-555-1212,,US,Y,Y
10056,KFS-TEM-KRIM-PHONE-0209,KFS3204,PERSON,WRK,800-555-1212,,US,Y,Y
10057,KFS-TEM-KRIM-PHONE-0210,KFS3608,PERSON,WRK,800-555-1212,,US,Y,Y
10058,KFS-TEM-KRIM-PHONE-0211,KFS3368,PERSON,WRK,800-555-1212,,US,Y,Y
10059,KFS-TEM-KRIM-PHONE-0212,KFS3481,PERSON,WRK,800-555-1212,,US,Y,Y
10060,KFS-TEM-KRIM-PHONE-0213,KFS3217,PERSON,WRK,800-555-1212,,US,Y,Y
10061,KFS-TEM-KRIM-PHONE-0214,KFS3627,PERSON,WRK,800-555-1212,,US,Y,Y
10062,KFS-TEM-KRIM-PHONE-0215,KFS3584,PERSON,WRK,800-555-1212,,US,Y,Y
10063,KFS-TEM-KRIM-PHONE-0216,KFS2826,PERSON,WRK,800-555-1212,,US,Y,Y
10064,KFS-TEM-KRIM-PHONE-0217,KFS3373,PERSON,WRK,800-555-1212,,US,Y,Y
10065,KFS-TEM-KRIM-PHONE-0218,KFS3401,PERSON,WRK,800-555-1212,,US,Y,Y
10066,KFS-TEM-KRIM-PHONE-0219,KFS3871,PERSON,WRK,800-555-1212,,US,Y,Y
10067,KFS-TEM-KRIM-PHONE-0220,KFS2582,PERSON,WRK,800-555-1212,,US,Y,Y
10068,KFS-TEM-KRIM-PHONE-0221,KFS3507,PERSON,WRK,800-555-1212,,US,Y,Y
10069,KFS-TEM-KRIM-PHONE-0222,KFS1108,PERSON,WRK,800-555-1212,,US,Y,Y
10070,KFS-TEM-KRIM-PHONE-0223,KFS3799,PERSON,WRK,800-555-1212,,US,Y,Y
10071,KFS-TEM-KRIM-PHONE-0224,KFS3991,PERSON,WRK,800-555-1212,,US,Y,Y
10072,KFS-TEM-KRIM-PHONE-0225,KFS2909,PERSON,WRK,800-555-1212,,US,Y,Y
10073,KFS-TEM-KRIM-PHONE-0226,KFS2781,PERSON,WRK,800-555-1212,,US,Y,Y
10074,KFS-TEM-KRIM-PHONE-0227,KFS1077,PERSON,WRK,800-555-1212,,US,Y,Y
10075,KFS-TEM-KRIM-PHONE-0228,KFS3108,PERSON,WRK,800-555-1212,,US,Y,Y
10076,KFS-TEM-KRIM-PHONE-0229,KFS2929,PERSON,WRK,800-555-1212,,US,Y,Y
10077,KFS-TEM-KRIM-PHONE-0230,KFS2991,PERSON,WRK,800-555-1212,,US,Y,Y
10078,KFS-TEM-KRIM-PHONE-0231,KFS3813,PERSON,WRK,800-555-1212,,US,Y,Y
10079,KFS-TEM-KRIM-PHONE-0232,KFS3499,PERSON,WRK,800-555-1212,,US,Y,Y
10080,KFS-TEM-KRIM-PHONE-0233,KFS3589,PERSON,WRK,800-555-1212,,US,Y,Y
10081,KFS-TEM-KRIM-PHONE-0234,KFS2658,PERSON,WRK,800-555-1212,,US,Y,Y
10082,KFS-TEM-KRIM-PHONE-0235,KFS3828,PERSON,WRK,800-555-1212,,US,Y,Y
10083,KFS-TEM-KRIM-PHONE-0236,KFS3172,PERSON,WRK,800-555-1212,,US,Y,Y
10084,KFS-TEM-KRIM-PHONE-0237,KFS2990,PERSON,WRK,800-555-1212,,US,Y,Y
10085,KFS-TEM-KRIM-PHONE-0238,KFS3041,PERSON,WRK,800-555-1212,,US,Y,Y
10086,KFS-TEM-KRIM-PHONE-0239,KFS1068,PERSON,WRK,800-555-1212,,US,Y,Y
10087,KFS-TEM-KRIM-PHONE-0240,KFS2761,PERSON,WRK,800-555-1212,,US,Y,Y
10088,KFS-TEM-KRIM-PHONE-0241,KFS3018,PERSON,WRK,800-555-1212,,US,Y,Y
10089,KFS-TEM-KRIM-PHONE-0242,KFS3646,PERSON,WRK,800-555-1212,,US,Y,Y
10090,KFS-TEM-KRIM-PHONE-0243,KFS3099,PERSON,WRK,800-555-1212,,US,Y,Y
10091,KFS-TEM-KRIM-PHONE-0244,KFS2948,PERSON,WRK,800-555-1212,,US,Y,Y
10092,KFS-TEM-KRIM-PHONE-0245,KFS2817,PERSON,WRK,800-555-1212,,US,Y,Y
10093,KFS-TEM-KRIM-PHONE-0246,KFS3426,PERSON,WRK,800-555-1212,,US,Y,Y
10094,KFS-TEM-KRIM-PHONE-0247,KFS3501,PERSON,WRK,800-555-1212,,US,Y,Y
10095,KFS-TEM-KRIM-PHONE-0248,KFS3878,PERSON,WRK,800-555-1212,,US,Y,Y
10096,KFS-TEM-KRIM-PHONE-0249,KFS3660,PERSON,WRK,800-555-1212,,US,Y,Y
10097,KFS-TEM-KRIM-PHONE-0250,KFS3790,PERSON,WRK,800-555-1212,,US,Y,Y
10098,KFS-TEM-KRIM-PHONE-0251,KFS3390,PERSON,WRK,800-555-1212,,US,Y,Y
10099,KFS-TEM-KRIM-PHONE-0252,KFS1057,PERSON,WRK,800-555-1212,,US,Y,Y
