"ENTITY_EMP_ID","OBJ_ID","ENTITY_ID","ENTITY_AFLTN_ID","EMP_STAT_CD","EMP_TYP_CD","BASE_SLRY_AMT","PRMRY_IND","ACTV_IND","PRMRY_DEPT_CD","EMP_ID","EMP_REC_ID"
"1039","1039","1039","1039","T","N","50000","Y","Y","BL-BL","0000000040","1"
"1040","1040","1040","1040","T","N","50000","Y","Y","BL-BL","0000000041","1"
"1041","1041","1041","1041","T","N","50000","Y","Y","BL-BL","0000000042","1"
"1042","1042","1042","1042","T","N","50000","Y","Y","BL-BL","0000000043","1"
"1043","1043","1043","1043","T","N","50000","Y","Y","BL-BL","0000000044","1"
"1044","1044","1044","1044","A","P","50000","Y","Y","BL-BL","0000000045","1"
"1045","1045","1045","1045","T","N","50000","Y","Y","BL-BL","0000000046","1"
"1046","1046","1046","1046","T","N","50000","Y","Y","BL-BL","0000000047","1"
"1047","1047","1047","1047","T","N","50000","Y","Y","BL-BL","0000000048","1"
"1048","1048","1048","1048","T","N","50000","Y","Y","BL-BL","0000000049","1"
"1049","1049","1049","1049","T","N","50000","Y","Y","BL-BL","0000000050","1"
"1050","1050","1050","1050","T","N","50000","Y","Y","BL-BL","0000000051","1"
"1052","1052","1052","1052","T","P","50000","Y","Y","BL-BL","0000000053","1"
"1053","1053","1053","1053","T","N","50000","Y","Y","BL-BL","0000000054","1"
"1054","1054","1054","1054","T","N","50000","Y","Y","BL-BL","0000000055","1"
"1055","1055","1055","1055","T","N","50000","Y","Y","BL-BL","0000000056","1"
"1056","1056","1056","1056","T","N","50000","Y","Y","BL-BL","0000000057","1"
"1057","1057","1057","1057","T","N","50000","Y","Y","BL-BL","0000000058","1"
"1058","1058","1058","1058","T","N","50000","Y","Y","BL-BL","0000000059","1"
"1059","1059","1059","1059","T","N","50000","Y","Y","BL-BL","0000000060","1"
"1060","1060","1060","1060","T","N","50000","Y","Y","BL-BL","0000000061","1"
"1061","1061","1061","1061","T","N","50000","Y","Y","BL-BL","0000000062","1"
"1062","1062","1062","1062","T","N","50000","Y","Y","BL-BL","0000000063","1"
"1063","1063","1063","1063","T","N","50000","Y","Y","BL-BL","0000000064","1"
"1064","1064","1064","1064","T","N","50000","Y","Y","BL-BL","0000000065","1"
"1065","1065","1065","1065","T","N","50000","Y","Y","BL-BL","0000000066","1"
"1066","1066","1066","1066","T","N","50000","Y","Y","BL-BL","0000000067","1"
"1067","1067","1067","1067","T","N","50000","Y","Y","BL-BL","0000000069","1"
"1068","1068","1068","1068","A","N","50000","Y","Y","IN-IN","0000000070","1"
"1069","1069","1069","1069","T","N","50000","Y","Y","BL-BL","0000000071","1"
"1070","1070","1070","1070","T","N","50000","Y","Y","BL-BL","0000000072","1"
"1071","1071","1071","1071","T","N","50000","Y","Y","BL-BL","0000000073","1"
"1072","1072","1072","1072","T","N","50000","Y","Y","BL-BL","0000000074","1"
"1073","1073","1073","1073","T","N","50000","Y","Y","BL-BL","0000000075","1"
"1074","1074","1074","1074","T","N","50000","Y","Y","BL-BL","0000000076","1"
"1075","1075","1075","1075","T","N","50000","Y","Y","BL-BL","0000000077","1"
"1076","1076","1076","1076","T","P","50000","Y","Y","BL-BL","0000000078","1"
"1077","1077","1077","1077","T","N","50000","Y","Y","BL-BL","0000000079","1"
"1078","1078","1078","1078","T","N","50000","Y","Y","BL-BL","0000000080","1"
"1079","1079","1079","1079","T","N","50000","Y","Y","BL-BL","0000000081","1"
"1080","1080","1080","1080","T","N","50000","Y","Y","BL-BL","0000000082","1"
"1081","1081","1081","1081","T","N","50000","Y","Y","BL-BL","0000000083","1"
"1082","1082","1082","1082","T","N","50000","Y","Y","BL-BL","0000000084","1"
"1083","1083","1083","1083","T","N","50000","Y","Y","BL-BL","0000000085","1"
"1084","1084","1084","1084","T","N","50000","Y","Y","BL-BL","0000000086","1"
"1085","1085","1085","1085","T","N","50000","Y","Y","BL-BL","0000000087","1"
"1086","1086","1086","1086","T","N","50000","Y","Y","BL-BL","0000000088","1"
"1087","1087","1087","1087","T","N","50000","Y","Y","BL-BL","0000000089","1"
"1088","1088","1088","1088","T","N","50000","Y","Y","BL-BL","0000000090","1"
"1089","1089","1089","1089","T","N","50000","Y","Y","BL-BL","0000000091","1"
"1090","1090","1090","1090","T","N","50000","Y","Y","BL-BL","0000000092","1"
"1091","1091","1091","1091","T","N","50000","Y","Y","BL-BL","0000000093","1"
"1092","1092","1092","1092","T","N","50000","Y","Y","BL-BL","0000000094","1"
"1093","1093","1093","1093","T","N","50000","Y","Y","BL-BL","0000000095","1"
"1094","1094","1094","1094","T","N","50000","Y","Y","BL-BL","0000000096","1"
"1095","1095","1095","1095","T","N","50000","Y","Y","BL-BL","0000000097","1"
"1096","1096","1096","1096","T","N","50000","Y","Y","BL-BL","0000000098","1"
"1097","1097","1097","1097","T","N","50000","Y","Y","BL-BL","0000000099","1"
"1098","1098","1098","1098","T","N","50000","Y","Y","BL-BL","0000000100","1"
"1099","1099","1099","1099","T","N","50000","Y","Y","BL-BL","0000000101","1"
"1100","1100","1100","1100","T","N","50000","Y","Y","BL-BL","0000000102","1"
"1101","1101","1101","1101","T","N","50000","Y","Y","BL-BL","0000000103","1"
"1102","1102","1102","1102","T","N","50000","Y","Y","BL-BL","0000000104","1"
"1103","1103","1103","1103","T","N","50000","Y","Y","BL-BL","0000000105","1"
"1104","1104","1104","1104","R","P","50000","Y","Y","IN-IN","0000000106","1"
"1105","1105","1105","1105","R","P","50000","Y","Y","IN-IN","0000000107","1"
"1106","1106","1106","1106","R","P","50000","Y","Y","BL-BL","0000000108","1"
"1107","1107","1107","1107","R","P","50000","Y","Y","BL-BL","0000000109","1"
"1108","1108","1108","1108","R","N","50000","Y","Y","BL-BL","0000000110","1"
"1109","1109","1109","1109","D","P","50000","Y","Y","BL-BL","0000000111","1"
"1110","1110","1110","1110","R","P","50000","Y","Y","BL-BL","0000000112","1"
"1111","1111","1111","1111","T","N","50000","Y","Y","BL-BL","0000000113","1"
"1112","1112","1112","1112","T","N","50000","Y","Y","BL-BL","0000000114","1"
"1113","1113","1113","1113","T","N","50000","Y","Y","BL-BL","0000000115","1"
"1114","1114","1114","1114","T","N","50000","Y","Y","BL-BL","0000000116","1"
"1115","1115","1115","1115","T","N","50000","Y","Y","BL-BL","0000000117","1"
"1117","1117","1117","1117","T","N","50000","Y","Y","BL-BL","0000000119","1"
"1122","1122","1122","1122","T","N","50000","Y","Y","BL-AFRI","0000000124","1"
"1123","1123","1123","1123","T","N","50000","Y","Y","BL-BL","0000000125","1"
"1124","1124","1124","1124","T","N","50000","Y","Y","BL-BL","0000000126","1"
"1125","1125","1125","1125","T","N","50000","Y","Y","BL-BL","0000000127","1"
"1137","1137","1137","1137","T","N","50000","Y","Y","BL-IMU","0000000139","1"
"1138","1138","1138","1138","T","N","50000","Y","Y","BL-BL","0000000140","1"
"1143","1143","1143","1143","T","N","50000","Y","Y","BL-BL","0000000145","1"
"1146","1146","1146","1146","T","N","50000","Y","Y","BL-BL","0000000148","1"
"1165","1165","1165","1165","T","N","50000","Y","Y","BL-BL","0000000167","1"
"1168","1168","1168","1168","T","N","50000","Y","Y","BL-BL","0000000170","1"
"1172","1172","1172","1172","T","N","50000","Y","Y","BL-BL","0000000174","1"
"1231","1231","1231","1231","T","N","50000","Y","Y","BL-BL","0000000233","1"
"1232","1232","1232","1232","T","N","50000","Y","Y","BL-BL","0000000234","1"
"1264","1264","1264","1264","T","N","50000","Y","Y","BL-LIBG","0000000266","1"
"1309","1309","1309","1309","T","N","50000","Y","Y","BL-HALL","0000000311","1"
"1315","1315","1315","1315","T","P","50000","Y","Y","BL-BL","0000000317","1"
"1334","1334","1334","1334","T","P","50000","Y","Y","BL-BL","0000000336","1"
"1337","1337","1337","1337","T","N","50000","Y","Y","BL-BL","0000000339","1"
"1361","1361","1361","1361","T","P","50000","Y","Y","IN-IN","0000000363","1"
"1399","1399","1399","1399","T","N","50000","Y","Y","BL-IMU","0000000401","1"
"1423","1423","1423","1423","T","N","50000","Y","Y","BL-BL","0000000425","1"
"1433","1433","1433","1433","T","N","50000","Y","Y","BL-IMU","0000000435","1"
"1438","1438","1438","1438","T","P","50000","Y","Y","BL-BL","0000000440","1"
"1441","1441","1441","1441","T","N","50000","Y","Y","BL-HALL","0000000443","1"
"1444","1444","1444","1444","T","N","50000","Y","Y","BL-REGR","0000000446","1"
"1453","1453","1453","1453","T","N","50000","Y","Y","BL-MUS","0000000455","1"
"1455","1455","1455","1455","T","P","50000","Y","Y","BL-BL","0000000457","1"
"1470","1470","1470","1470","T","N","50000","Y","Y","BL-BL","0000000472","1"
"1482","1482","1482","1482","T","N","50000","Y","Y","BL-MUS","0000000484","1"
"1515","1515","1515","1515","T","N","50000","Y","Y","BL-HALL","0000000517","1"
"1520","1520","1520","1520","T","P","50000","Y","Y","BL-BL","0000000522","1"
"1525","1525","1525","1525","T","N","50000","Y","Y","BL-IMU","0000000527","1"
"1526","1526","1526","1526","A","P","50000","Y","Y","BL-BL","0000000528","1"
"1531","1531","1531","1531","T","N","50000","Y","Y","","0000000533","1"
"1545","1545","1545","1545","T","N","50000","Y","Y","BL-BL","0000000547","1"
"1556","1556","1556","1556","T","N","50000","Y","Y","BL-BUS","0000000558","1"
"1574","1574","1574","1574","T","N","50000","Y","Y","BL-IMU","0000000576","1"
"1586","1586","1586","1586","T","N","50000","Y","Y","BL-BL","0000000588","1"
"1599","1599","1599","1599","T","P","50000","Y","Y","BL-BL","0000000601","1"
"1601","1601","1601","1601","T","P","50000","Y","Y","BL-BL","0000000603","1"
"1603","1603","1603","1603","T","N","50000","Y","Y","BL-BL","0000000605","1"
"1625","1625","1625","1625","T","P","50000","Y","Y","BL-BL","0000000628","1"
"1637","1637","1637","1637","T","N","50000","Y","Y","BL-BL","0000000640","1"
"1638","1638","1638","1638","T","N","50000","Y","Y","BL-HALL","0000000641","1"
"1656","1656","1656","1656","T","N","50000","Y","Y","BL-MUS","0000000659","1"
"1676","1676","1676","1676","T","N","50000","Y","Y","BL-INTP","0000000679","1"
"1686","1686","1686","1686","T","N","50000","Y","Y","BL-MUS","0000000690","1"
"1689","1689","1689","1689","T","N","50000","Y","Y","BL-BL","0000000693","1"
"1705","1705","1705","1705","T","N","50000","Y","Y","BL-BL","0000000709","1"
"1717","1717","1717","1717","T","P","50000","Y","Y","BL-BL","0000000721","1"
"1731","1731","1731","1731","T","P","50000","Y","Y","BL-BL","0000000735","1"
"1744","1744","1744","1744","T","N","50000","Y","Y","BL-BL","0000000748","1"
"1747","1747","1747","1747","T","P","50000","Y","Y","BL-BL","0000000751","1"
"1783","1783","1783","1783","A","N","50000","Y","Y","IN-LART","0000000787","1"
"1861","1861","1861","1861","T","N","50000","Y","Y","BL-BL","0000000866","1"
"1864","1864","1864","1864","T","N","50000","Y","Y","BL-BL","0000000869","1"
"1870","1870","1870","1870","T","P","50000","Y","Y","BL-BL","0000000875","1"
"1884","1884","1884","1884","A","N","50000","Y","Y","","0000000889","1"
"2018","2018","2018","2018","T","N","50000","Y","Y","BL-BL","0000001024","1"
"2019","2019","2019","2019","T","P","50000","Y","Y","BL-BL","0000001025","1"
"2049","2049","2049","2049","T","P","50000","Y","Y","BL-BL","0000001055","1"
"2053","2053","2053","2053","T","N","50000","Y","Y","BL-IMU","0000001059","1"
"2062","2062","2062","2062","T","N","50000","Y","Y","BL-BRAD","0000001068","1"
"2073","2073","2073","2073","T","N","50000","Y","Y","BL-BRAD","0000001079","1"
"2075","2075","2075","2075","T","N","50000","Y","Y","BL-PHYS","0000001081","1"
"2138","2138","2138","2138","A","P","50000","Y","Y","BL-BL","0000001144","1"
"2163","2163","2163","2163","T","N","50000","Y","Y","BL-BRAD","0000001169","1"
"2204","2204","2204","2204","T","P","50000","Y","Y","BL-BL","0000001210","1"
"2224","2224","2224","2224","T","N","50000","Y","Y","BL-BL","0000001231","1"
"2227","2227","2227","2227","T","N","50000","Y","Y","BL-HPER","0000001234","1"
"2230","2230","2230","2230","T","N","50000","Y","Y","BL-AMID","0000001237","1"
"2235","2235","2235","2235","T","N","50000","Y","Y","BL-BRAD","0000001242","1"
"2236","2236","2236","2236","T","N","50000","Y","Y","BL-BRAD","0000001243","1"
"2247","2247","2247","2247","T","N","50000","Y","Y","BL-HALL","0000001254","1"
"2284","2284","2284","2284","T","N","50000","Y","Y","BL-HALL","0000001291","1"
"2344","2344","2344","2344","T","N","50000","Y","Y","BL-HALL","0000001351","1"
"2369","2369","2369","2369","T","P","50000","Y","Y","BL-BL","0000001376","1"
"2376","2376","2376","2376","T","P","50000","Y","Y","BL-BL","0000001383","1"
"2377","2377","2377","2377","T","P","50000","Y","Y","BL-BL","0000001384","1"
"2382","2382","2382","2382","T","N","50000","Y","Y","BL-MUS","0000001389","1"
"2383","2383","2383","2383","T","N","50000","Y","Y","BL-MUS","0000001390","1"
"2388","2388","2388","2388","T","N","50000","Y","Y","BL-BRAD","0000001395","1"
"2389","2389","2389","2389","T","N","50000","Y","Y","BL-BRAD","0000001396","1"
"2409","2409","2409","2409","T","N","50000","Y","Y","BL-BL","0000001416","1"
"2412","2412","2412","2412","T","N","50000","Y","Y","BL-MSCI","0000001419","1"
"2492","2492","2492","2492","A","P","50000","Y","Y","BL-BL","0000001499","1"
"2533","2533","2533","2533","T","N","50000","Y","Y","BL-HALL","0000001540","1"
"2534","2534","2534","2534","T","N","50000","Y","Y","BL-HALL","0000001541","1"
"2535","2535","2535","2535","T","N","50000","Y","Y","BL-HALL","0000001542","1"
"2549","2549","2549","2549","T","N","50000","Y","Y","BL-BL","0000001556","1"
"2550","2550","2550","2550","T","N","50000","Y","Y","BL-BL","0000001557","1"
"2552","2552","2552","2552","T","N","50000","Y","Y","BL-BL","0000001559","1"
"2554","2554","2554","2554","A","P","50000","Y","Y","BL-BL","0000001561","1"
"2559","2559","2559","2559","T","N","50000","Y","Y","BL-BL","0000001566","1"
"2566","2566","2566","2566","T","N","50000","Y","Y","BL-BRAD","0000001573","1"
"2567","2567","2567","2567","A","N","50000","Y","Y","BL-RPAD","0000001574","1"
"2568","2568","2568","2568","T","N","50000","Y","Y","BL-CONF","0000001575","1"
"2578","2578","2578","2578","T","N","50000","Y","Y","BL-BL","0000001585","1"
"2582","2582","2582","2582","T","N","50000","Y","Y","BL-BL","0000001589","1"
"2584","2584","2584","2584","T","N","50000","Y","Y","BL-BL","0000001591","1"
"2587","2587","2587","2587","T","N","50000","Y","Y","BL-BL","0000001594","1"
"2588","2588","2588","2588","T","N","50000","Y","Y","BL-BL","0000001595","1"
"2593","2593","2593","2593","T","N","50000","Y","Y","BL-BL","0000001600","1"
"2594","2594","2594","2594","T","N","50000","Y","Y","BL-BL","0000001601","1"
"2595","2595","2595","2595","T","N","50000","Y","Y","BL-BL","0000001602","1"
"2602","2602","2602","2602","T","N","50000","Y","Y","BL-BL","0000001609","1"
"2606","2606","2606","2606","T","N","50000","Y","Y","BL-BL","0000001613","1"
"2607","2607","2607","2607","T","N","50000","Y","Y","BL-BL","0000001614","1"
"2612","2612","2612","2612","T","N","50000","Y","Y","BL-BL","0000001619","1"
"2616","2616","2616","2616","T","N","50000","Y","Y","BL-BL","0000001623","1"
"2621","2621","2621","2621","T","N","50000","Y","Y","BL-BL","0000001628","1"
"2629","2629","2629","2629","T","N","50000","Y","Y","BL-BL","0000001636","1"
"2631","2631","2631","2631","T","N","50000","Y","Y","BL-BL","0000001638","1"
"2641","2641","2641","2641","T","N","50000","Y","Y","BL-BL","0000001648","1"
"2646","2646","2646","2646","T","N","50000","Y","Y","BL-BL","0000001653","1"
"2648","2648","2648","2648","T","N","50000","Y","Y","BL-BL","0000001655","1"
"2651","2651","2651","2651","T","N","50000","Y","Y","BL-BL","0000001658","1"
"2655","2655","2655","2655","T","N","50000","Y","Y","BL-HALL","0000001662","1"
"2656","2656","2656","2656","T","N","50000","Y","Y","BL-HALL","0000001663","1"
"2657","2657","2657","2657","T","N","50000","Y","Y","BL-HALL","0000001664","1"
"2658","2658","2658","2658","T","N","50000","Y","Y","BL-HALL","0000001665","1"
"2659","2659","2659","2659","T","N","50000","Y","Y","BL-HALL","0000001666","1"
"2693","2693","2693","2693","A","P","50000","Y","Y","BL-BL","0000001700","1"
"2694","2694","2694","2694","T","P","50000","Y","Y","BL-BL","0000001701","1"
"2695","2695","2695","2695","T","N","50000","Y","Y","BL-BL","0000001702","1"
"2734","2734","2734","2734","T","N","50000","Y","Y","BL-MUS","0000001741","1"
"2742","2742","2742","2742","T","N","50000","Y","Y","BL-BL","0000001749","1"
"2743","2743","2743","2743","A","P","50000","Y","Y","BL-PSY","0000002820","1"
"2744","2744","2744","2744","A","P","50000","Y","Y","EA-BUSE","0000002874","1"
"2745","2745","2745","2745","A","P","50000","Y","Y","BL-RUAD","0000002882","1"
"2746","2746","2746","2746","A","P","50000","Y","Y","BL-PSY","0000002884","1"
"2747","2747","2747","2747","A","P","50000","Y","Y","BL-BL","0000002930","1"
"2748","2748","2748","2748","A","P","50000","Y","Y","BL-SPHS","0000003008","1"
"2749","2749","2749","2749","A","P","50000","Y","Y","IN-DMSC","0000003417","1"
"2750","2750","2750","2750","A","P","50000","Y","Y","BL-PSY","0000003543","1"
"2751","2751","2751","2751","A","P","50000","Y","Y","NW-SOC","0000003606","1"
"2752","2752","2752","2752","A","P","50000","Y","Y","KO-NIMS","0000003607","1"
"2753","2753","2753","2753","A","P","50000","Y","Y","BL-PSY","0000003623","1"
"2754","2754","2754","2754","R","P","50000","Y","Y","SB-ENG","0000003914","1"
"2755","2755","2755","2755","A","P","50000","Y","Y","UA-VPUR","0000004117","1"
"2756","2756","2756","2756","A","P","50000","Y","Y","BL-BL","0000004301","1"
"2757","2757","2757","2757","A","P","50000","Y","Y","EA-HUFA","0000004330","1"
"2758","2758","2758","2758","A","P","50000","Y","Y","KO-EDUC","0000004483","1"
"2759","2759","2759","2759","A","P","50000","Y","Y","IN-PD","0000004621","1"
"2760","2760","2760","2760","A","P","50000","Y","Y","BL-LLC","0000004805","1"
"2761","2761","2761","2761","A","P","50000","Y","Y","BL-SPAN","0000004826","1"
"2762","2762","2762","2762","A","P","50000","Y","Y","BL-SOC","0000004829","1"
"2763","2763","2763","2763","A","P","50000","Y","Y","IN-BIOL","0000004857","1"
"2764","2764","2764","2764","A","P","50000","Y","Y","BL-PSY","0000005284","1"
"2765","2765","2765","2765","A","P","50000","Y","Y","BL-ANTH","0000005651","1"
"2766","2766","2766","2766","A","P","50000","Y","Y","IN-DMED","0000005738","1"
"2767","2767","2767","2767","A","P","50000","Y","Y","BL-BL","0000005799","1"
"2768","2768","2768","2768","T","P","50000","Y","Y","SB-CHAN","0000006026","1"
"2769","2769","2769","2769","T","P","50000","Y","Y","SB-PHYS","0000006271","1"
"2770","2770","2770","2770","A","P","50000","Y","Y","SB-BSCI","0000006272","1"
"2771","2771","2771","2771","A","P","50000","Y","Y","EA-BSSD","0000006336","1"
"2772","2772","2772","2772","A","P","50000","Y","Y","BL-PSY","0000006337","1"
"2773","2773","2773","2773","A","P","50000","Y","Y","BL-SOC","0000006639","1"
"2774","2774","2774","2774","A","P","50000","Y","Y","IN-SOC","0000006689","1"
"2775","2775","2775","2775","A","P","50000","Y","Y","BL-ARSD","0000006708","1"
"2776","2776","2776","2776","A","P","50000","Y","Y","BA-IMAU","0000006883","1"
"2777","2777","2777","2777","T","P","50000","Y","Y","IN-BUDG","0000006947","1"
"2778","2778","2778","2778","A","P","50000","Y","Y","BL-SOC","0000007220","1"
"2779","2779","2779","2779","R","P","50000","Y","Y","IN-IN","0000007392","1"
"2780","2780","2780","2780","A","P","50000","Y","Y","IN-SPEA","0000007399","1"
"2781","2781","2781","2781","A","N","50000","Y","Y","IN-ANES","0000007499","1"
"2782","2782","2782","2782","A","N","50000","Y","Y","BL-PSY","0000007723","1"
"2783","2783","2783","2783","A","P","50000","Y","Y","IN-UCOL","0000007775","1"
"2784","2784","2784","2784","A","P","50000","Y","Y","SB-MAS","0000007926","1"
"2785","2785","2785","2785","A","P","50000","Y","Y","SB-POLS","0000008013","1"
"2786","2786","2786","2786","A","P","50000","Y","Y","EA-AADV","0000008014","1"
"2787","2787","2787","2787","R","P","50000","Y","Y","IN-HIST","0000008126","1"
"2788","2788","2788","2788","R","P","50000","Y","Y","SE-ACAD","0000008128","1"
"2789","2789","2789","2789","A","N","50000","Y","Y","BL-BL","0000008257","1"
"2790","2790","2790","2790","A","P","50000","Y","Y","BL-ACSP","0000008486","1"
"2791","2791","2791","2791","A","P","50000","Y","Y","","0000008516","1"
"2792","2792","2792","2792","A","P","50000","Y","Y","EA-BUSE","0000008593","1"
"2793","2793","2793","2793","A","P","50000","Y","Y","BL-BL","0000008734","1"
"2794","2794","2794","2794","P","P","50000","Y","Y","BL-PSY","0000008947","1"
"2795","2795","2795","2795","A","P","50000","Y","Y","BL-BL","0000009025","1"
"2796","2796","2796","2796","A","P","50000","Y","Y","EA-CHAN","0000009164","1"
"2797","2797","2797","2797","A","P","50000","Y","Y","BL-RUAD","0000009199","1"
"2798","2798","2798","2798","A","P","50000","Y","Y","EA-SMD","0000009219","1"
"2799","2799","2799","2799","A","N","50000","Y","Y","BL-BL","0000009454","1"
"2800","2800","2800","2800","A","P","50000","Y","Y","BL-CIA","0000009470","1"
"2801","2801","2801","2801","A","P","50000","Y","Y","BL-BL","0000009527","1"
"2802","2802","2802","2802","A","P","50000","Y","Y","SB-POLS","0000009625","1"
"2803","2803","2803","2803","A","P","50000","Y","Y","SB-CHEM","0000009689","1"
"2804","2804","2804","2804","R","P","50000","Y","Y","SB-SB","0000009699","1"
"2805","2805","2805","2805","A","N","50000","Y","Y","BL-BL","0000009708","1"
"2806","2806","2806","2806","A","N","50000","Y","Y","BL-BL","0000009786","1"
"2807","2807","2807","2807","A","P","50000","Y","Y","IN-LART","0000009974","1"
"2808","2808","2808","2808","T","P","50000","Y","Y","BL-BL","0000009997","1"
"2809","2809","2809","2809","T","P","50000","Y","Y","EA-EA","0000010103","1"
"2810","2810","2810","2810","A","P","50000","Y","Y","BL-PSY","0000010181","1"
"2811","2811","2811","2811","A","P","50000","Y","Y","BL-BL","0000010376","1"
"2812","2812","2812","2812","A","P","50000","Y","Y","EA-SMD","0000010405","1"
"2813","2813","2813","2813","A","P","50000","Y","Y","","0000010428","1"
"2814","2814","2814","2814","A","P","50000","Y","Y","BL-SLAV","0000010833","1"
"2815","2815","2815","2815","A","P","50000","Y","Y","IN-SCI","0000010841","1"
"2816","2816","2816","2816","R","P","50000","Y","Y","BL-BL","0000010895","1"
"2817","2817","2817","2817","A","P","50000","Y","Y","KO-SBSC","0000010997","1"
"2818","2818","2818","2818","A","P","50000","Y","Y","BL-SPMG","0000011060","1"
"2819","2819","2819","2819","A","P","50000","Y","Y","","0000011356","1"
"2820","2820","2820","2820","A","P","50000","Y","Y","BL-PSY","0000011572","1"
"2821","2821","2821","2821","A","P","50000","Y","Y","UA-UCOU","0000011579","1"
"2822","2822","2822","2822","A","P","50000","Y","Y","KO-NIMS","0000011663","1"
"2823","2823","2823","2823","A","N","50000","Y","Y","BL-BL","0000011894","1"
"2824","2824","2824","2824","A","P","50000","Y","Y","IN-INTP","0000011905","1"
"2825","2825","2825","2825","R","P","50000","Y","Y","BL-BL","0000011976","1"
"2826","2826","2826","2826","A","P","50000","Y","Y","BL-BL","0000012065","1"
"2827","2827","2827","2827","A","P","50000","Y","Y","BL-BURS","0000012211","1"
"2828","2828","2828","2828","A","P","50000","Y","Y","UA-SCS","0000012289","1"
"2829","2829","2829","2829","T","N","50000","Y","Y","BL-BL","0000012327","1"
"2830","2830","2830","2830","A","P","50000","Y","Y","BL-PSY","0000012797","1"
"2831","2831","2831","2831","A","P","50000","Y","Y","IN-ENGT","0000013172","1"
"2832","2832","2832","2832","A","P","50000","Y","Y","SB-AFFA","0000013349","1"
"2833","2833","2833","2833","A","P","50000","Y","Y","BL-EDUC","0000013432","1"
"2834","2834","2834","2834","A","P","50000","Y","Y","BL-VPGA","0000013438","1"
"2835","2835","2835","2835","A","N","50000","Y","Y","IN-DSPM","0000013566","1"
"2836","2836","2836","2836","A","P","50000","Y","Y","IN-ANES","0000013634","1"
"2837","2837","2837","2837","A","P","50000","Y","Y","IN-DMED","0000013667","1"
"2838","2838","2838","2838","A","P","50000","Y","Y","IN-COMM","0000013843","1"
"2839","2839","2839","2839","T","P","50000","Y","Y","KO-CTSD","0000013947","1"
