"ENTITY_EXT_ID_ID","OBJ_ID","ENTITY_ID","EXT_ID_TYP_CD","EXT_ID"
"4240","4240","1041","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4241","4241","1042","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4242","4242","1043","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4243","4243","1044","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4244","4244","1045","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4245","4245","1046","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4246","4246","1047","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4247","4247","1048","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4248","4248","1049","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4249","4249","1050","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4250","4250","1052","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4251","4251","1053","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4252","4252","1054","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4253","4253","1055","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4254","4254","1056","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4255","4255","1057","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4256","4256","1058","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4257","4257","1059","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4258","4258","1060","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4259","4259","1061","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4260","4260","1062","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4261","4261","1063","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4262","4262","1064","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4263","4263","1065","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4264","4264","1066","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4265","4265","1067","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4266","4266","1068","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4267","4267","1069","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4268","4268","1070","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4269","4269","1071","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4270","4270","1072","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4271","4271","1073","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4272","4272","1074","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4273","4273","1075","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4274","4274","1076","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4275","4275","1077","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4276","4276","1078","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4277","4277","1079","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4278","4278","1080","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4279","4279","1081","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4280","4280","1082","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4281","4281","1083","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4282","4282","1084","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4283","4283","1085","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4284","4284","1086","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4285","4285","1087","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4286","4286","1088","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4287","4287","1089","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4288","4288","1090","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4289","4289","1091","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4290","4290","1092","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4291","4291","1093","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4292","4292","1094","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4293","4293","1095","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4294","4294","1096","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4295","4295","1097","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4296","4296","1098","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4297","4297","1099","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4298","4298","1100","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4299","4299","1101","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4300","4300","1102","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4301","4301","1103","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4302","4302","1104","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4303","4303","1105","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4304","4304","1106","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4305","4305","1107","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4306","4306","1108","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4307","4307","1109","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4308","4308","1110","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4309","4309","1111","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4310","4310","1112","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4311","4311","1113","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4312","4312","1114","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4313","4313","1115","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4314","4314","1117","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4315","4315","1122","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4316","4316","1123","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4317","4317","1124","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4318","4318","1125","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4319","4319","1137","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4320","4320","1138","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4321","4321","1143","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4322","4322","1146","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4323","4323","1165","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4324","4324","1168","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4325","4325","1172","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4326","4326","1231","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4327","4327","1232","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4328","4328","1264","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4329","4329","1309","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4330","4330","1315","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4331","4331","1334","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4332","4332","1337","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4333","4333","1361","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4334","4334","1399","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4335","4335","1423","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4336","4336","1433","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4337","4337","1438","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4338","4338","1441","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4339","4339","1444","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4340","4340","1453","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4341","4341","1455","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4342","4342","1470","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4343","4343","1482","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4344","4344","1515","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4345","4345","1520","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4346","4346","1525","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4347","4347","1526","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4348","4348","1531","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4349","4349","1545","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4350","4350","1556","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4351","4351","1574","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4352","4352","1586","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4353","4353","1599","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4354","4354","1601","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4355","4355","1603","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4356","4356","1625","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4357","4357","1637","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4358","4358","1638","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4359","4359","1656","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4360","4360","1676","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4361","4361","1686","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4362","4362","1689","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4363","4363","1705","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4364","4364","1717","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4365","4365","1731","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4366","4366","1744","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4367","4367","1747","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4368","4368","1783","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4369","4369","1861","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4370","4370","1864","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4371","4371","1870","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4372","4372","1884","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4373","4373","2018","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4374","4374","2019","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4375","4375","2049","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4376","4376","2053","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4377","4377","2062","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4378","4378","2073","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4379","4379","2075","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4380","4380","2138","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4381","4381","2163","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4382","4382","2204","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4383","4383","2224","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4384","4384","2227","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4385","4385","2230","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4386","4386","2235","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4387","4387","2236","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4388","4388","2247","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4389","4389","2284","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4390","4390","2344","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4391","4391","2369","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4392","4392","2376","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4393","4393","2377","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4394","4394","2382","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4395","4395","2383","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4396","4396","2388","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4397","4397","2389","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4398","4398","2409","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4399","4399","2412","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4400","4400","2492","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4401","4401","2533","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4402","4402","2534","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4403","4403","2535","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4404","4404","2549","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4405","4405","2550","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4406","4406","2552","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4407","4407","2554","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4408","4408","2559","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4409","4409","2566","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4410","4410","2567","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4411","4411","2568","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4412","4412","2578","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4413","4413","2582","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4414","4414","2584","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4415","4415","2587","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4416","4416","2588","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4417","4417","2593","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4418","4418","2594","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4419","4419","2595","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4420","4420","2602","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4421","4421","2606","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4422","4422","2607","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4423","4423","2612","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4424","4424","2616","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4425","4425","2621","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4426","4426","2629","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4427","4427","2631","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4428","4428","2641","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4429","4429","2646","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4430","4430","2648","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4431","4431","2651","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4432","4432","2655","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4433","4433","2656","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4434","4434","2657","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4435","4435","2658","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4436","4436","2659","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4437","4437","2693","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4438","4438","2694","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4439","4439","2695","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4440","4440","2734","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4441","4441","2742","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4442","4442","2743","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4443","4443","2744","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4444","4444","2745","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4445","4445","2746","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4446","4446","2747","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4447","4447","2748","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4448","4448","2749","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4449","4449","2750","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4450","4450","2751","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4451","4451","2752","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4452","4452","2753","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4453","4453","2754","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4454","4454","2755","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4455","4455","2756","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4456","4456","2757","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4457","4457","2758","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4458","4458","2759","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4459","4459","2760","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4460","4460","2761","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4461","4461","2762","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4462","4462","2763","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4463","4463","2764","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4464","4464","2765","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4465","4465","2766","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4466","4466","2767","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4467","4467","2768","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4468","4468","2769","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4469","4469","2770","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4470","4470","2771","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4471","4471","2772","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4472","4472","2773","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4473","4473","2774","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4474","4474","2775","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4475","4475","2776","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4476","4476","2777","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4477","4477","2778","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4478","4478","2779","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4479","4479","2780","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4480","4480","2781","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4481","4481","2782","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4482","4482","2783","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4483","4483","2784","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4484","4484","2785","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4485","4485","2786","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4486","4486","2787","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4487","4487","2788","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4488","4488","2789","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4489","4489","2790","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4490","4490","2791","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4491","4491","2792","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4492","4492","2793","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4493","4493","2794","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4494","4494","2795","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4495","4495","2796","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4496","4496","2797","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4497","4497","2798","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4498","4498","2799","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4499","4499","2800","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4500","4500","2801","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4501","4501","2802","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4502","4502","2803","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4503","4503","2804","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4504","4504","2805","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4505","4505","2806","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4506","4506","2807","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4507","4507","2808","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4508","4508","2809","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4509","4509","2810","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4510","4510","2811","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4511","4511","2812","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4512","4512","2813","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4513","4513","2814","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4514","4514","2815","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4515","4515","2816","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4516","4516","2817","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4517","4517","2818","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4518","4518","2819","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4519","4519","2820","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4520","4520","2821","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4521","4521","2822","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4522","4522","2823","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4523","4523","2824","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4524","4524","2825","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4525","4525","2826","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4526","4526","2827","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4527","4527","2828","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4528","4528","2829","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4529","4529","2830","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4530","4530","2831","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4531","4531","2832","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4532","4532","2833","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4533","4533","2834","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4534","4534","2835","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4535","4535","2836","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4536","4536","2837","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4537","4537","2838","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4538","4538","2839","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4539","4539","2840","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4540","4540","2841","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4541","4541","2842","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4542","4542","2843","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4543","4543","2844","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4544","4544","2845","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4545","4545","2846","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4546","4546","2847","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4547","4547","2848","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4548","4548","2849","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4549","4549","2850","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4550","4550","2851","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4551","4551","2852","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4552","4552","2853","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4553","4553","2854","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4554","4554","2855","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4555","4555","2856","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4556","4556","2857","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4557","4557","2858","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4558","4558","2859","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4559","4559","2860","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4560","4560","2861","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4561","4561","2862","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4562","4562","2863","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4563","4563","2864","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4564","4564","2865","TAX","XBy8HbA0p2kc3lalnjPKpA=="
