PERM_ID,OBJ_ID,VER_NBR,PERM_TMPL_ID,NMSPC_CD,NM,DESC_TXT,ACTV_IND
200,200,1,41,KFS-CAM,Modify Accounting Lines,Allows users to modify the Source accounting lines on Asset Payment document at the Account Node of routing.,Y
201,201,1,4,KFS-CG,Blanket Approve Document,Allows access to the Blanket Approval button on the Proposal Document.,Y
202,202,1,10,KFS-LD,Initiate Document,Authorizes the initiation of the Salary Expense Transfer Document.,Y
205,205,1,4,KFS-LD,Blanket Approve Document,Allows access to the Blanket Approval button on the Salary Expense Transfer Document.,Y
206,206,1,31,KFS-EC,Use Transactional Document,Users who can access the Effort Detail Tab on the Effort Certification Document.,Y
207,207,1,31,KFS-EC,Use Transactional Document,Users who can access the Effort Summary Tab on the Effort Certification Document.,Y
209,209,1,31,KFS-FP,Use Transactional Document,Users who can complete the Nonresident Alien Tax Tab on the Disbursement Voucher document.,Y
21,21,1,1,KFS-CAM,Merge,Users allowed to merge assets on the Asset Retirement document.,Y
210,210,1,31,KFS-FP,Use Transactional Document,Users who can modify the Foreign Draft tab and disbursement amount on Disbursement Voucher documents.,Y
211,211,1,31,KFS-FP,Use Transactional Document,Users who can modify Wire Transfer tab and disbursement amount on Disbursement Voucher documents.,Y
212,212,1,31,KFS-FP,Use Transactional Document,"Users who can modify Non-Employee Travel Expense tab, disbursement amount on Disbursement Voucher documents.",Y
217,217,1,31,KFS-PURAP,Use Transactional Document,Users who can edit specific data on a Payment Request or Credit Memo before the document is extracted to PDP.,Y
22,22,1,1,KFS-CAM,Override CAPITALIZATION_LIMIT_AMOUNT,Users allowed to capitalize assets with dollar amounts below the institution's Capitalization limit.,Y
220,220,1,48,KFS-SYS,Edit Bank Code,Users who can edit the Bank Code field on documents answering to the parent document Financial System Transactional Document.,Y
225,225,1,40,KFS-BC,Open Document,Users who can open the Budget Construction document.,Y
228,228,1,1,KFS-BC,Import / Export Payrate,Allows users to access the Import/Export Payrate screen in Budget Construction. By default granted to processors for the top level organization in the org hierarchy.,Y
229,229,1,1,KFS-BC,Unlock,Allows users to access the Unlock screen in Budget Construction. By default granted to processors for the top level organization in the org hierarchy.,Y
23,23,1,1,KFS-CAM,Raze,Users who can choose the Raze Asset Retirement Reason.,Y
230,230,1,1,KFS-LD,Override Transfer Impacting Open Effort Certification,Users who receive an option to override the edit preventing the submission of Salary Expense Transfers involving an open Effort Certification Period.,Y
233,233,1,28,KFS-PDP,Partial Unmask Field,Authorizes users to view the last four-digits of the bank account number on the Payee ACH document and Inquiry.,Y
234,234,1,27,KFS-PDP,Full Unmask Field,Authorizes users to view the entire bank routing number on the ACH Bank document and Inquiry.,Y
235,235,1,27,KFS-PDP,Full Unmask Field,Authorizes users to view the entire bank account number on the Payee ACH document and Inquiry.,Y
236,236,1,27,KFS-PDP,Full Unmask Field,Authorizes users to view the entire bank routing number on the Payee ACH document and Inquiry.,Y
238,238,1,41,KFS-FP,Modify Accounting Lines,Allows users to modify the Source accounting lines on documents answering to the parent document Accounts Financial Processing Transactional Document when a document has not yet been submitted for routing.,Y
239,239,1,41,KFS-FP,Modify Accounting Lines,Allows users to modify the Target accounting lines on documents answering to the parent document Financial Processing Transactional Document when a document has not yet been submitted for routing.,Y
24,24,1,1,KFS-CAM,Retire Multiple,Users allowed to retire more than one asset on an Asset Retirement document.,Y
240,240,1,41,KFS-LD,Modify Accounting Lines,Allows users to modify the Target accounting lines on documents answering to the parent document Labor Distribution Transactional Document  when a document has not yet been submitted for routing.,Y
241,241,1,41,KFS-PURAP,Modify Accounting Lines,Allows users to modify the Source accounting lines on documents answering to the parent document Purchasing Transactional Document when a document has not yet been submitted for routing.,Y
242,242,1,41,KFS-PURAP,Modify Accounting Lines,Allows users to modify the Source accounting lines on documents answering to the parent document Accounts PayableTransactional Document when a document has not yet been submitted for routing.,Y
243,243,1,41,KFS-AR,Modify Accounting Lines,Allows users to modify the Source accounting lines on an Invoice document that has not yet been submitted for routing.,Y
244,244,1,41,KFS-CAM,Modify Accounting Lines,Allows users to modify the Source accounting lines on documents answering to the parent document Capital Asset ManagementTransactional Document  when a document has not yet been submitted for routing.,Y
245,245,1,10,KFS-AR,Initiate Document,Authorizes the initiation of the Customer Document.,Y
246,246,1,10,KFS-AR,Initiate Document,Authorizes the initiation of the Invoice Document.,Y
247,247,1,10,KFS-BC,Initiate Document,Authorizes the initiation of the Budget Construction Document.,Y
248,248,1,42,KFS-AR,Create / Maintain Record(s),Users allowed to create new and maintain existing records using the Organization Options document.,Y
249,249,1,42,KFS-AR,Create / Maintain Record(s),Users allowed to maintain existing (but not create new) records using the Organization Options document.,Y
25,25,1,1,KFS-CAM,Retire Non-Movable Assets,Users authorized to retire non-movable assets.,Y
250,250,1,42,KFS-CAM,Create / Maintain Record(s),Users allowed to create new and maintain existing  records using the Asset document.,Y
251,251,1,29,KFS-BC,Use Screen,Allows users to access Budget Construction Selection.,Y
256,256,1,23,KFS-SYS,Look Up Records,Allow users to access the Batch File lookup.,Y
257,257,1,29,KFS-PURAP,Use Screen,Authorizes users to take the Shop Catalogs (or B2B) action.,Y
258,258,1,45,KFS-PURAP,Add Note / Attachment,Users who can add notes and attachments to the Payment Request document when it is at the Invoice Attachment route node.,Y
26,26,1,1,KFS-CAM,Separate,Users authorized to separate assets.,Y
260,260,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""Invoice Image"" on Payment Request documents.",Y
263,263,1,47,KFS-SYS,Delete Note / Attachment,Authorizes users to delete notes and attachments created by any user on documents answering to the Financial System Document parent document type.,Y
266,266,1,16,KFS-BC,Edit Document,"The budget construction document does not really use workflow, and all editing is done after the workflow status is final. This permission allows the derived, Budget Construction Document Editor role to allow access to edit the document based on other roles, e.g. Fiscal Officer for account, Organization Reveiwer for org.",Y
268,268,1,16,KFS-PURAP,Edit Document,Authorizes users who can edit Payment Request Documents that are in ENROUTE status.,Y
269,269,1,40,KFS-PURAP,Open Document,Authorizes users to open Purchasing Accounts Payable Transactional documents.,Y
27,27,1,1,KFS-CAM,Transfer Non-Movable Assets,Authorizes users who can transfer non-movable assets.,Y
270,270,1,29,KFS-PURAP,Use Screen,Authorizes users to take the Print action on a Purchase Order.,Y
271,271,1,29,KFS-SYS,Use Screen,Allows users to access the Electronic Funds Transfer screen.,Y
272,272,1,31,KFS-PURAP,Use Transactional Document,Users who can print a Purchase Order document.,Y
273,273,1,31,KFS-PURAP,Use Transactional Document,Users who can preview a Purchase Order document before printing it.,Y
274,274,1,31,KFS-PURAP,Use Transactional Document,Users who can assign sensitive data to a Purchase Order document which locks down who is allowed to view the PO and its related documents.,Y
275,275,1,31,KFS-PURAP,Use Transactional Document,Users who can resend Purchase Order cxml to the B2B integrator.,Y
276,276,1,31,KFS-PURAP,Use Transactional Document,Users authorized to take the Request Cancel action on Payment Request documents.,Y
277,277,1,31,KFS-PURAP,Use Transactional Document,Authorizes users to remove Holds or Cancels on Payment Request documents.,Y
279,279,1,41,KFS-LD,Modify Accounting Lines,Allows users to modify the Source accounting lines on documents answering to the parent document Labor Distribution Transactional Document  when a document has yet to be submitted for routing.,Y
28,28,1,1,KFS-CAM,"Use Acquisition Type ""New""","Authorizes users who can use the Acquisition Type of ""New"" on the Asset document.",Y
280,280,1,41,KFS-FP,Modify Accounting Lines,Allows users to modify the Source accounting lines on a Procurement Card Document that is at the Account Full Entry Node of routing.,Y
281,281,1,41,KFS-FP,Modify Accounting Lines,Allows users to modify the Target accounting lines on a Procurement Card Document that is at the Account Full Entry Node of routing.,Y
282,282,1,31,KFS-PURAP,Use Transactional Document,Users who can cancel Payment Request or Credit Memo documents at a manager level.,Y
283,283,1,31,KFS-PURAP,Use Transactional Document,Users who can cancel Payment Request or Credit Memo documents at a processor level.,Y
284,284,1,40,KFS-PURAP,Open Document,Authorizes users to open the Contract Manager Assignment Document.,Y
285,285,1,29,KFS-PDP,Use Screen,Allows users to access all Pre-Disbursement Processor screens.,Y
286,286,1,31,KFS-PURAP,Use Transactional Document,Authorizes users to put Payment Request documents on Hold.,Y
287,287,1,29,KFS-GL,Use Screen,Allows users to access Balance Inquiry screens. ,Y
29,29,1,1,KFS-CAM,Use Restricted Retirement Reason,Allows the use of restricted retirement reasons on the Asset or Asset Retirement Global documents.,Y
291,291,1,40,KFS-PURAP,Open Document,Authorizes users to open the Electronic Invoice Reject Document.,Y
292,292,1,33,KFS-PURAP,Upload Batch Input File(s),Authorizes users to upload eInvoice files.,Y
293,293,1,31,KFS-PURAP,Use Transactional Document,Authorizes users to put Credit Memo documents on Hold.,Y
294,294,1,31,KFS-PURAP,Use Transactional Document,Authorizes users to remove a Hold from Credit Memo documents.,Y
295,295,1,1,KFS-BC,Use Organization Salary Setting,Allows users to access Organizaton Salary Setting within Budget Construction.,Y
296,296,1,1,KFS-BC,Edit Appointment Funding,Authorizes users to edit Appointment Funding Lines within Budget Construction Salary Setting.,Y
297,297,1,1,KFS-BC,View Appointment Funding Amounts,Authorizes users to view Appointment Funding Lines within Budget Construction Salary Setting.,Y
3,3,1,10,KFS-AR,Initiate Document,Authorizes the initiation of the Accounts Receivable Complex Maintenance Documents.,Y
301,301,1,29,KFS-GL,Use Screen,"Allows users to see menu of balance inquiries after hitting ""balance inquiry"" button on an accounting line in an accounting document.",Y
302,302,1,10,KFS-CAM,Initiate Document,Authorizes the initiation of the Asset Depreciation Document.,Y
303,303,1,23,KFS-CAB,Look Up Records,Allows users to access the CAB AP and GL Transactions screens.,Y
304,304,1,24,KFS-CAB,Inquire Into Records,Allows users to access Capital Asset Builder inquiries.,Y
305,305,1,42,KFS-AR,Create / Maintain Record(s),Users allowed to create new and maintain existing  records using the Customer Invoice Item Code document.,Y
308,308,1,41,KFS-PURAP,Modify Accounting Lines,Allows users to modify the Source accounting lines on a Requisition Document that is at the Initiator Node of routing.,Y
313,313,1,45,KFS-PURAP,Add Note / Attachment,"Authorizes users to add notes and attachments with a type of ""Contracts"" to the Purchase Order document. ",Y
314,314,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""Contract"" on Purchase Order documents and documents answering to that document type.",Y
315,315,1,45,KFS-PURAP,Add Note / Attachment,"Authorizes users to add notes and attachments with a type of ""Contract"" on Purchase Order documents and documents answering to that document type.",Y
316,316,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""Contract Amendments"" on Purchase Order documents and documents answering to that document type.",Y
317,317,1,45,KFS-PURAP,Add Note / Attachment,"Authorizes users to add notes and attachments with a type of ""Quotes"" on Purchase Order documents and documents answering to that document type.",Y
318,318,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""Quotes"" on Purchase Order documents and documents answering to that document type.",Y
319,319,1,45,KFS-PURAP,Add Note / Attachment,"Authorizes users to add notes and attachments with a type of ""RFPs"" on Purchase Order documents and documents answering to that document type.",Y
32,32,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Owner Chart of Accounts Code field on the Asset document.,Y
320,320,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""RFPs"" on Purchase Order documents and documents answering to that document type.",Y
321,321,1,45,KFS-PURAP,Add Note / Attachment,"Authorizes users to add notes and attachments with a type of ""RFP"" on Purchase Order documents and documents answering to that document type.",Y
322,322,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""RFP"" on Purchase Order documents and documents answering to that document type.",Y
323,323,1,45,KFS-PURAP,Add Note / Attachment,"Authorizes users to add notes or attachments with a type of ""Other-Restricted"" on Purchase Order documents and documents answering to that document type.",Y
324,324,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""Other-Restricted"" on Purchase Order documents and documents answering to that document type.",Y
325,325,1,45,KFS-PURAP,Add Note / Attachment,"Authorizes users to add notes or attachments with a type of ""Credit Memo Image"" on Credit Memo documents.",Y
326,326,1,46,KFS-PURAP,View Note / Attachment,"Authorizes users to view attachments with a type of ""Credit Memo Image"" on Credit Memo documents.",Y
327,327,1,1,KFS-CAM,Maintain Asset Location,Allows user to maintain the location of assets on the Asset document.,Y
328,328,1,41,KFS-PURAP,Modify Accounting Lines,Allows users to modify the Source accounting lines on a Requisition Document that is at the Organization Node of routing.,Y
329,329,1,29,KFS-FP,Use Screen,Allows access to the Cash Management Document screen that a user sees when they try to initiate and a document is already open for their campus. The screen provides them a link to the existing document for their campus.,Y
33,33,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Owner Account Number field on the Asset document.,Y
330,330,1,29,KFS-FP,Use Screen,Allows access to the Cash Management Document screen from which a user can create new deposits.,Y
331,331,1,29,KFS-FP,Use Screen,Allows access to the Cash Management Document screen from which a user can correct amounts on a closed cash drawer.,Y
335,335,1,26,KFS-VND,Modify Maintenance Document Field,Authorizes users to modify the Tax Type Code on a Vendor Maintenance Document.,Y
34,34,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Capital Asset In Service Date field on the Asset document.,Y
342,342,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Capital Asset Type Code field on the Asset document.,Y
343,343,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Capital Asset Description field on the Asset document.,Y
344,344,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Campus Tag Number field on the Asset document.,Y
346,346,1,30,KFS-CAM,Perform Custom Maintenance Document Function,,Y
347,347,1,30,KFS-CAM,Perform Custom Maintenance Document Function,,Y
348,348,1,25,KFS-CAM,View Inquiry or Maintenance Document Field,Users who can view the Old Tag Number on the Asset document.,Y
349,349,1,10,KFS-AR,Initiate Document,Authorizes the initiation of Customer Invoice Item Code Documents.,Y
35,35,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Agency Number field on the Asset document.,Y
350,350,1,10,KFS-FP,Initiate Document,Authorizes the initiation of the Cash Receipt Document.,Y
351,351,1,1,KFS-COA,Serve As Account Supervisor,Identifies users that can be Account Supervisors.,Y
352,352,1,1,KFS-COA,Serve As Fiscal Officer,Identifies users that can be Account Fiscal Officers.,Y
353,353,1,1,KFS-COA,Serve As Fiscal Officer Delegate,Identifies users that can be Account Fiscal Officer Delegates.,Y
354,354,1,29,KFS-FP,Use Screen,???,Y
355,355,1,41,KFS-PURAP,Modify Accounting Lines,Allows users to modify the Source accounting lines on a Purchase Order Amendment Document that is at the New Unordered Items Node of routing.,Y
356,356,1,10,KFS-PURAP,Initiate Document,Authorizes the initiation of the Credit Memo Document.,Y
357,357,1,4,KFS-AR,Blanket Approve Document,Allows access to the Blanket Approval button on the Application Document.,Y
358,358,1,41,KFS-FP,Modify Accounting Lines,Allows users to modify the object code of Source accounting lines on a Disbursement Voucher Document that is at the Travel Node of routing.,Y
359,359,1,29,KFS-FP,Use Screen,???,Y
36,36,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Vendor Name field on the Asset document.,Y
360,360,1,10,KFS-AR,Initiate Document,Authorizes the initiation of Invoice Recurrence Documents.,Y
361,361,1,10,KFS-FP,Initiate Document,Authorizes the initiation of the Cash Drawer Document.,Y
362,362,1,50,KFS-SYS,View Batch File(s),Authorizes users to view batch files using the Batch File lookup screen.,Y
363,363,1,23,KFS-PDP,Look Up Records,Allow users to access Pre Disbursement Processor lookups.,Y
364,364,1,27,KFS-VND,Full Unmask Field,Authorizes users to view the entire Tax Number on the Vendor Maintenance Document and Inquiry.,Y
365,365,1,16,KFS-PURAP,Edit Document,Authorizes users who can edit Payment Request Documents that are in ENROUTE status.,Y
366,366,1,16,KFS-PURAP,Edit Document,Authorizes users who can edit Payment Request Documents that are in ENROUTE status.,Y
367,367,1,16,KFS-PURAP,Edit Document,Authorizes users who can edit Credit Memo Documents that are in PROCESSED status.,Y
368,368,1,16,KFS-PURAP,Edit Document,Authorizes users who can edit Credit Memo Documents that are in FINAL status.,Y
369,369,1,42,KFS-AR,Create / Maintain Record(s),Users allowed to create new and maintain existing records using the Organization Accounting Default document.,Y
37,37,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Old Tag Number field on the Asset document.,Y
370,370,1,42,KFS-AR,Create / Maintain Record(s),Users allowed to maintain existing (but not create new) records using the Organization Accounting Default document.,Y
371,371,1,41,KFS-AR,Modify Accounting Lines,Allows users to modify the Invoice Item Description of Source accounting lines on an Invoice document that is at the Recurrence Node of routing.,Y
372,372,1,48,KFS-FP,Edit Bank Code,Users who can edit the Bank Code field on the Cash Management Document.,Y
373,373,1,48,KFS-PURAP,Edit Bank Code,Users who can edit the Bank Code field on the Payment Request Document.,Y
374,374,1,48,KFS-FP,Edit Bank Code,Users who can edit the Bank Code field on the Disbursement Voucher Document.,Y
375,375,1,23,KFS-CAB,Look Up Records,Allows users to access the Pre-Asset Tagging screens.,Y
376,376,1,42,KFS-CAB,Create / Maintain Record(s),Users allowed to create new and maintain existing records using the Pre-Asset Tagging document.,Y
377,377,1,1,KFS-CAM,Edit When Tagged Prior Fiscal Year,Authorizes users to edit assets tagged in a prior fiscal year.,Y
379,379,1,10,KFS-SYS,Initiate Document,Authorizes the initiation of the KIM Group document.,Y
38,38,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Government Tag Number field on the Asset document.,Y
380,380,1,10,KFS-COA,Initiate Document,Authorizes the initiation of the Organization Reversion Global Document.,Y
381,381,1,27,KFS-FP,Full Unmask Field,Authorizes users to view the entire bank account number on the Wire Transfer tab of the Disbursement Voucher document.,Y
382,382,1,16,KFS-SYS,Edit Document,Authorizes users to edit Simple Maintenance document at the AdHoc route node.,Y
383,383,1,16,KFS-SYS,Edit Document,Authorizes users to edit Complex Maintenance document at the AdHoc route node.,Y
385,385,1,33,KFS-GL,Upload Batch Input File(s),Authorizes user to access the Collector Flat File Upload page.,Y
386,386,1,27,KFS-PDP,Full Unmask Field,Authorizes users to view the entire bank routing number on the Payment Detail Inquiry.,Y
387,387,1,27,KFS-PDP,Full Unmask Field,Authorizes users to view the entire bank account number on the Payment Detail Inquiry.,Y
39,39,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the National Stock Number field on the Asset document.,Y
390,390,1,9,KFS-SYS,Ad Hoc Review Document,Authorizes users to take the Approve action on KFS documents Ad Hoc routed to them.,Y
391,391,1,9,KFS-SYS,Ad Hoc Review Document,Authorizes users to take the FYI action on KFS documents Ad Hoc routed to them.,Y
392,392,1,9,KFS-SYS,Ad Hoc Review Document,Authorizes users to take the Acknowledge action on KFS documents Ad Hoc routed to them.,Y
40,40,1,26,KFS-CAM,Modify Maintenance Document Field,Users who can modify the Financial Object Sub Type Code field on the Asset document.,Y
42,42,1,33,KFS-CAM,Upload Batch Input File(s),Authorizes users to access the Barcode Inventory Process upload page.,Y
43,43,1,25,KFS-CAM,View Inquiry or Maintenance Document Field,Users who can view the Replacement Amount field on the Asset document.,Y
44,44,1,25,KFS-CAM,View Inquiry or Maintenance Document Field,Users who can view the Estimated Selling Price field on the Asset document.,Y
46,46,1,25,KFS-CAM,View Inquiry or Maintenance Document Field,Users who can view the Condition Code on the Asset document.,Y
47,47,1,25,KFS-CAM,View Inquiry or Maintenance Document Field,Users who can view the Land County Name on the Asset document.,Y
48,48,1,25,KFS-CAM,View Inquiry or Maintenance Document Field,Users who can view the Land Acreage Size on the Asset document.,Y
49,49,1,25,KFS-CAM,View Inquiry or Maintenance Document Field,Users who can view the Land Parcel Number on the Asset document.,Y
5,5,1,10,KFS-AR,Initiate Document,Authorizes the initiation of Application Documents.,Y
51,51,1,10,KFS-CG,Initiate Document,Authorizes the initiation of the CFDA Close Document.,Y
52,52,1,10,KFS-CG,Initiate Document,Authorizes the initiation of the Proposal Document.,Y
54,54,1,43,KFS-CG,View Inquiry or Maintenance Document Section,Authorizes users to vew the Research Risk tab on the Proposal document.,Y
55,55,1,10,KFS-COA,Initiate Document,Authorizes the initiation of the Global Object Code Document.,Y
56,56,1,10,KFS-COA,Initiate Document,Authorizes the initiation of the Organization Reversion Document.,Y
58,58,1,1,KFS-COA,Edit Inactive Account,Users who can edit Accounts that are inactive.,Y
59,59,1,1,KFS-COA,Serve As Account Manager,Identifies users that can be Account Managers,Y
6,6,1,10,KFS-AR,Initiate Document,Authorizes the initiation of the Cash Control Document.,Y
60,60,1,26,KFS-COA,Modify Maintenance Document Field,Authorizes users to edit the Sub-Account Type Code on the Sub-Account document.,Y
61,61,1,26,KFS-COA,Modify Maintenance Document Field,Users who can edit the Organization Plant Chart Code on the Organization document.,Y
62,62,1,26,KFS-COA,Modify Maintenance Document Field,Users who can edit the Organization Plant Account Number on the Organization document.,Y
63,63,1,26,KFS-COA,Modify Maintenance Document Field,Users who can edit the Campus Plant Chart Code on the Organization document.,Y
64,64,1,26,KFS-COA,Modify Maintenance Document Field,Users who can edit the Campus Plant Account Number on the Organization document.,Y
