univ_fiscal_yr|fin_coa_cd|org_cd|obj_id|ver_nbr|bdgt_rvrsn_coa_cd|bdgt_rvrsnacct_nbr|cf_by_obj_cd_ind|csh_rvrsnfincoa_cd|csh_rvrsn_acct_nbr|row_actv_ind|
2010.0|EA|AADV|9FA750C8-DC62-62BF-94A2-F47AF1C1DB35|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|AAOA|06B17A7F-6BE2-B384-1257-123044FDA966|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|ACAD|8C0CD58E-8AEA-6289-C3C9-F60D3EBDDDA0|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|ACDS|D16EF92A-2D4E-BB5A-AEA7-AD2712EC9FFA|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|ADAF|47BDC5D7-148B-A565-5061-E984F2A64664|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|ADFA|68D89AA9-2622-0662-4FF2-6917E9386487|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|ADMS|576730A9-C086-F8DA-F023-47AB111B6CD9|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|BEST|0027740F-7BFB-0B77-E435-2CCD325AEA9D|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|BOOK|9730407D-00E9-8273-4350-DE9BE845305F|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|BSSD|4DB9F3EE-AF37-B1A3-16EE-FF2B4E7FDC35|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|BURS|DC9443BC-3281-6C32-0F6C-3F232CCB5D13|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|BUSE|3519C106-3009-5BAB-43B8-8D4B7913D442|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|BUSM|02FEDEA5-3BC4-A77F-B188-3A26F8D25501|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CACA|87DDAAE1-5265-E120-F462-8FD9F14B95ED|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CHAN|14CA26B2-C0FC-7F60-8874-806DDD1B724B|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CHP|A185C76C-AB56-15C9-A1BE-7FA2E87ADE35|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CONN|A0F17175-FB90-BB30-920B-DEA9AD52DD49|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CPPS|7284DE06-65AA-A1AC-C364-98798184EF95|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CSER|625DFFB8-A99D-CA94-70B9-4A2F6C6E5C48|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CSP|B7CCC272-2D5D-5671-4598-CFB2D75814BC|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|CTSD|DE846866-FBD6-B24A-A30B-101DD3041D10|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|DEBT|D1D9B97C-1874-8D5B-381B-0104475A2D68|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|ECTR|B700973F-722A-8A12-5CAF-0533109D6BD6|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|EDUC|B07B18EC-8B4E-6690-756B-4C5CC9879A27|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|ENSV|2ABB3C74-3BE6-C7F7-249E-12235AB84A2B|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|EXAF|2D99A72A-8461-D71A-CE56-7B916F0D891C|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|EXTL|53CCC495-E9ED-9E5D-E6E3-CAE5E90DD898|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|GENA|7D701EA2-3A51-6455-F71A-DCAE16211F8A|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|GENS|84968F14-DFCB-2177-4555-460BBE0DB538|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|HUFA|52D2EC09-B35B-B1A3-A99E-76D0B1F01187|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|HUMR|606D303D-2197-0F43-0D09-5E5E8E383560|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|HUSE|C808A010-4C9D-F984-E7F0-E487BC3F30AA|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|INPR|5AD9D977-769C-951E-6A65-CA128EE07A76|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|LIBR|244B156B-1E32-6711-4EC8-B81792F5A95F|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|MULT|8D6455A4-5B79-A00D-C886-70EE7B8E4E8B|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|NURS|36FAD96B-7A74-646F-432A-91211BB30BFC|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|PERC|F4B1C0C7-FB6C-CC54-34A7-216D37E57FBA|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|PERS|CD94D3C1-31A1-77EA-7240-1CC7EB2057FE|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|PHYP|E0F82200-33AC-6C82-ADFA-D37DB945DD1E|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|REGR|03626057-C3A4-1410-3E71-2802B5BC1BC5|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|SACT|D54E0BAD-6133-26B5-2D82-8988C38C3602|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|SAID|2EAABD30-659C-44CB-4027-8953DB941FCF|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|SMD|C35D8A52-11C4-B767-48E9-6D06EC189941|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|SSER|BA36E032-AFF2-A3A3-9962-10025F029FA9|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|STSC|63922625-4DA4-9337-EE63-A134C85A8D7D|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|SWTE|251D9E48-E761-28BA-61A6-75183EED65D0|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|SYSC|9E15379C-8CC0-F751-EF11-9FAA0EAF6D75|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|TUSP|044260B2-34ED-A05C-A391-26AEA2698BEB|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|EA|UDIV|A0F44839-A1DA-13A4-9E08-A5169FEFB3B4|2.0|EA|0367295|Y|EA|0367295|Y|
2010.0|UA|FMS|2943DEB3-E483-ED5C-145A-C46191409233|2.0|BL|4531415|N|BL|4531415|Y|
2011.0|BL|BUDG|6697DF97-1B32-7CFC-A7BA-1E3A4238FB91|2.0|BL|2321889|Y|BL|2331412|Y|
2011.0|BL|PSY|ADA09F71-3435-718D-D052-7289551B0122|2.0|BL|1023295|Y|BL|1023295|Y|
2011.0|EA|AADV|D05E5955-8B2A-B08A-5D74-6EB21CFE11C0|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|AAOA|634E8C19-70F0-5DD0-5340-DAD00731662C|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|ACAD|F53BC329-E4E3-678D-0528-A4A99ADE8437|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|ACDS|1087D439-68E4-1636-1DB9-42C9A8B1F0F1|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|ADAF|F081945A-644A-548E-9DFC-7A0CEA52B9DF|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|ADFA|1E60CF50-AC15-E7EB-7380-693587898B0F|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|ADMS|415AA292-2362-4792-6C0F-1363C592BACA|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|BEST|41CB25BA-E4A5-8769-F6C4-7CDDDD531692|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|BOOK|E638E350-BACA-E13F-EBD5-51174440207D|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|BSSD|A4C6FCCE-E147-C90C-68CD-0A66EB3AD92F|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|BURS|7862CF67-B377-35CF-0740-4CF157A856F0|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|BUSE|EB0CCF86-CC5D-7BCB-C53D-3C9711E7FFC8|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|BUSM|97FC5109-9A8A-040F-C8A6-84194BC648A3|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CACA|EDDEF3F3-7184-2414-0F84-62E5D5A24E70|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CHAN|5373FA0B-46EF-89D1-2445-4CA95363BA70|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CHP|E3BC6FE8-F08C-8B4A-6B36-486A70407664|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CONN|08C2B59D-EA2F-BF6B-0ADF-9AB86C385410|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CPPS|653425CF-44F0-887A-2B33-0E1359FC4BE0|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CSER|5972EC9C-F753-7259-0C67-4EB8B5313D96|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CSP|A844B024-1F80-1630-9962-D2E82D94F175|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|CTSD|93776699-5568-346A-7585-DE0479EC5736|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|DEBT|C01E382C-3FD9-140F-BF0D-094F69CDE1C6|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|ECTR|44F92D3D-E1EE-2DCC-F880-F7738BE04A37|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|EDUC|9AD8ECA4-FF8F-83D4-37B1-F24BE6C88169|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|ENSV|21E4D5A4-71F9-41D2-5D6B-3473B2CF734B|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|EXAF|A5DC42DE-BF96-56A8-16CD-6701C699DE63|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|EXTL|DE5F6A86-409D-FC6C-5073-8E2741AFF94B|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|GENA|33B85042-2F33-23A8-2EB3-F71EA15322E7|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|GENS|5287C1FA-5E82-0EB4-DB0E-748A9C706CD6|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|HUFA|961AC01E-6F04-6D00-FE62-02F958A7BC52|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|HUMR|211F27F6-25F7-C521-DB10-9A525B7BDECF|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|HUSE|DC2D8FC2-3D90-C87D-4AAB-479332795ACB|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|INPR|4455F7FF-2A9C-3258-E962-59AB723C89C9|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|LIBR|F8E3B463-227B-93C4-6ADD-37A3F6519043|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|MULT|DDA8BED1-9568-0DFE-B119-868B3290FD4E|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|NURS|24ED71C8-0268-1B21-4F19-5D5EC7F047B6|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|PERC|7D3450A9-0007-BD63-BC1C-355BBA7391AE|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|PERS|F8A91567-35F6-21FB-DBEC-B13EFFC9567D|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|PHYP|E587B2D5-E539-ADD0-492B-60DB624B2F88|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|REGR|0A82FB5C-431F-67B5-DAA8-F6E44E408BBF|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|SACT|CF5119DB-239A-9252-DC11-01C667ECBD18|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|SAID|9AA34F1D-F1D7-4356-603A-EE7E0E1969DE|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|SMD|479E8FE7-B511-D6FE-1F66-BF476EADAD40|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|SSER|78947015-DAD2-8FBD-F16B-53AB3E31DC60|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|STSC|35D4AA2F-FBDC-B997-9244-227D1BEA7C6C|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|SWTE|8932AF13-7F09-9BC4-23EA-3931FBE58E39|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|SYSC|139D8C9E-C275-8E70-8441-D48DBAA28D4B|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|TUSP|BF14E8A1-BCD5-6EC6-F880-0BDE989B04FA|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|EA|UDIV|A6206424-D3B7-5098-5E1A-BDEA8FBC5E2A|2.0|EA|0367295|Y|EA|0367295|Y|
2011.0|UA|FMS|A513B0CD-543E-B431-2B40-81C2E5B3DE66|2.0|BL|4531415|N|BL|4531415|Y|
2012.0|BL|BUDG|ff8cdecd-0603-48d1-bf4b-0854a12f4848|2.0|BL|2321889|Y|BL|2331412|Y|
2012.0|BL|PSY|73e55104-3875-49e3-8cc2-e2ca64e367ce|2.0|BL|1023295|Y|BL|1023295|Y|
2012.0|EA|AADV|5f525e54-e0bc-4292-ba54-be4e782d186a|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|AAOA|572faa60-8072-4169-9380-691ff9e2bbb2|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|ACAD|088139e2-8b4c-48db-a29e-2c1e480dbb87|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|ACDS|c0f2510e-fa37-478f-b474-2dd94284013d|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|ADAF|fcbef6cd-0c92-46b9-849d-3f5a4daf801b|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|ADFA|4cb22f6a-f9da-42e5-a1ef-c48d24f6447a|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|ADMS|18faf4ae-bdc7-4f27-a07e-b7ad2ce338d4|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|BEST|04a34ad6-722a-490d-b64d-1ac678199117|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|BOOK|c0a7655f-917e-44c0-b380-3c2a1550a366|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|BSSD|1a0d6766-83ce-415a-b38f-e3c588804984|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|BURS|00292b4d-d3fa-4c09-b2c5-31343af67a70|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|BUSE|6925e395-2f2f-4f21-b872-c14e7dd9e81d|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|BUSM|0bc4f862-63e2-49cd-a4dc-fa1ee2b5ebcf|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CACA|8b51f90d-4bbe-4399-92ad-ea2273addf55|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CHAN|308f38b8-5f78-4b4c-9e65-09f656f1cee9|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CHP|d7cd7507-98c4-47b7-941a-f0c420c9fe41|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CONN|8c2ec919-cf41-474f-8ca6-64607c5dd5f9|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CPPS|d914b70b-c0e4-473c-9d31-b3ff8989fc30|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CSER|21294bca-58d0-40d7-8269-8c98c8beece9|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CSP|1a7e0a9d-123a-4e9d-ad63-76dfd1d4b023|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|CTSD|0ea5ea9c-d193-4d2d-8f4a-131e8c42352a|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|DEBT|22ca1ef5-e82f-4f2e-911d-b67b32a4ff75|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|ECTR|54b7eedc-7c9e-402d-8d8a-3f9c9d4c020a|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|EDUC|aea8ff66-2fe4-4fb7-b374-2bbbcc738157|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|ENSV|72d007db-68d6-4ec4-99fc-a58208c11ed6|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|EXAF|a5dddab1-3e41-4d17-9cf0-a1a4b177260b|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|EXTL|a7531b6b-af99-46b6-8024-5d0b47b1dd01|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|GENA|10435125-cd25-43c5-8b84-e3e3fe9157e2|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|GENS|ebc7f205-7911-495a-bc3c-1c16c8de74c2|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|HUFA|c156f882-e911-4a0e-85a9-f62c40c18099|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|HUMR|c02c01e1-b8ac-487c-b815-3ca7e03f8041|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|HUSE|6082d6f4-0d60-48f8-a46b-688caa154f01|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|INPR|437575ee-526c-41b0-b9da-82855b3d4ad8|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|LIBR|a6824447-9301-4fb9-8afd-aee628fd47ea|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|MULT|e3b29fef-a574-4ef2-b473-99aba1bf6856|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|NURS|e3182aec-d3d9-4ad7-a2f6-ab9b54b841db|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|PERC|a6652d2f-f6b2-45ba-9619-1876c8ec9075|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|PERS|d6055532-0a63-4e90-849f-613166b646c5|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|PHYP|2c7ff61e-8ec2-49b3-ac8f-bae3828d8c5f|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|REGR|ebd65b34-92f8-41f0-998a-aeab8b30b887|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|SACT|58664a06-88af-4740-9623-2836061e0a1f|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|SAID|a5bebdfe-7d9a-4c20-9662-cda2040ab85e|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|SMD|01ccb8ea-7c58-4253-8729-34296a3d417f|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|SSER|8c5e6256-fa06-4c24-9f6d-52bdda5db155|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|STSC|f361ba91-5e8c-4ecb-8b73-3810979a6357|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|SWTE|47faa71d-2ea1-4b5f-948e-6f43b3cb41db|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|SYSC|1a58d630-27a6-4b2e-a6bf-620cdd6c0419|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|TUSP|fb60de7d-0e80-4985-949a-1a2f0bffa85b|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|EA|UDIV|9bc570b5-d13d-4d9c-882c-2caf74470d73|2.0|EA|0367295|Y|EA|0367295|Y|
2012.0|UA|FMS|8fe4ea8f-6186-44dd-a75b-c872eb14dd87|2.0|BL|4531415|N|BL|4531415|Y|
2013.0|BL|BUDG|ec063698-318f-4e9b-9cb6-c92a67639625|2.0|BL|2321889|Y|BL|2331412|Y|
