entity_phone_id|obj_id|ver_nbr|entity_id|ent_typ_cd|phone_typ_cd|phone_nbr|phone_extn_nbr|postal_cntry_cd|dflt_ind|actv_ind|last_updt_dt|
10091|KFS-TEM-KRIM-PHONE-0244|1.0|KFS2948|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10092|KFS-TEM-KRIM-PHONE-0245|1.0|KFS2817|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10093|KFS-TEM-KRIM-PHONE-0246|1.0|KFS3426|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10094|KFS-TEM-KRIM-PHONE-0247|1.0|KFS3501|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10095|KFS-TEM-KRIM-PHONE-0248|1.0|KFS3878|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10096|KFS-TEM-KRIM-PHONE-0249|1.0|KFS3660|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10097|KFS-TEM-KRIM-PHONE-0250|1.0|KFS3790|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10098|KFS-TEM-KRIM-PHONE-0251|1.0|KFS3390|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10099|KFS-TEM-KRIM-PHONE-0252|1.0|KFS1057|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10100|KFS-TEM-KRIM-PHONE-0253|1.0|KFS2872|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10101|KFS-TEM-KRIM-PHONE-0254|1.0|KFS3472|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10102|KFS-TEM-KRIM-PHONE-0255|1.0|KFS1137|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10103|KFS-TEM-KRIM-PHONE-0256|1.0|KFS1087|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10104|KFS-TEM-KRIM-PHONE-0257|1.0|KFS3144|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10105|KFS-TEM-KRIM-PHONE-0258|1.0|KFS3879|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10106|KFS-TEM-KRIM-PHONE-0259|1.0|KFS2799|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10107|KFS-TEM-KRIM-PHONE-0260|1.0|KFS3792|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10108|KFS-TEM-KRIM-PHONE-0261|1.0|KFS2903|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10109|KFS-TEM-KRIM-PHONE-0262|1.0|KFS4015|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10110|KFS-TEM-KRIM-PHONE-0263|1.0|KFS3842|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10111|KFS-TEM-KRIM-PHONE-0264|1.0|KFS3413|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10112|KFS-TEM-KRIM-PHONE-0265|1.0|KFS3359|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10113|KFS-TEM-KRIM-PHONE-0266|1.0|KFS3760|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10114|KFS-TEM-KRIM-PHONE-0267|1.0|KFS3002|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10115|KFS-TEM-KRIM-PHONE-0268|1.0|KFS3550|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10116|KFS-TEM-KRIM-PHONE-0269|1.0|KFS3716|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10117|KFS-TEM-KRIM-PHONE-0270|1.0|KFS3733|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10118|KFS-TEM-KRIM-PHONE-0271|1.0|KFS3289|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10119|KFS-TEM-KRIM-PHONE-0272|1.0|KFS2224|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10120|KFS-TEM-KRIM-PHONE-0273|1.0|KFS3610|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10121|KFS-TEM-KRIM-PHONE-0274|1.0|KFS3348|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10122|KFS-TEM-KRIM-PHONE-0275|1.0|KFS3387|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10123|KFS-TEM-KRIM-PHONE-0276|1.0|KFS3311|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10124|KFS-TEM-KRIM-PHONE-0277|1.0|KFS3954|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10125|KFS-TEM-KRIM-PHONE-0278|1.0|KFS3483|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10126|KFS-TEM-KRIM-PHONE-0279|1.0|KFS1433|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10127|KFS-TEM-KRIM-PHONE-0280|1.0|KFS3379|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10128|KFS-TEM-KRIM-PHONE-0281|1.0|KFS3274|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10129|KFS-TEM-KRIM-PHONE-0282|1.0|KFS3105|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10130|KFS-TEM-KRIM-PHONE-0283|1.0|KFS2893|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10131|KFS-TEM-KRIM-PHONE-0284|1.0|KFS3511|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10132|KFS-TEM-KRIM-PHONE-0285|1.0|KFS3562|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10133|KFS-TEM-KRIM-PHONE-0286|1.0|KFS3367|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10134|KFS-TEM-KRIM-PHONE-0287|1.0|KFS3417|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10135|KFS-TEM-KRIM-PHONE-0288|1.0|KFS1884|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10136|KFS-TEM-KRIM-PHONE-0289|1.0|KFS3860|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10137|KFS-TEM-KRIM-PHONE-0290|1.0|KFS2839|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10138|KFS-TEM-KRIM-PHONE-0291|1.0|KFS3276|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10139|KFS-TEM-KRIM-PHONE-0292|1.0|KFS3467|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10140|KFS-TEM-KRIM-PHONE-0293|1.0|KFS3530|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10141|KFS-TEM-KRIM-PHONE-0294|1.0|KFS3313|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10142|KFS-TEM-KRIM-PHONE-0295|1.0|KFS2961|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10143|KFS-TEM-KRIM-PHONE-0296|1.0|KFS1005|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10144|KFS-TEM-KRIM-PHONE-0297|1.0|KFS3820|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10145|KFS-TEM-KRIM-PHONE-0298|1.0|KFS2776|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10146|KFS-TEM-KRIM-PHONE-0299|1.0|KFS3613|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10147|KFS-TEM-KRIM-PHONE-0300|1.0|KFS3555|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10148|KFS-TEM-KRIM-PHONE-0301|1.0|KFS3393|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10149|KFS-TEM-KRIM-PHONE-0302|1.0|KFS3620|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10150|KFS-TEM-KRIM-PHONE-0303|1.0|KFS3488|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10151|KFS-TEM-KRIM-PHONE-0304|1.0|KFS3266|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10152|KFS-TEM-KRIM-PHONE-0305|1.0|KFS3342|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10153|KFS-TEM-KRIM-PHONE-0306|1.0|KFS3476|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10154|KFS-TEM-KRIM-PHONE-0307|1.0|KFS3731|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10155|KFS-TEM-KRIM-PHONE-0308|1.0|KFS3633|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10156|KFS-TEM-KRIM-PHONE-0309|1.0|KFS3201|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10157|KFS-TEM-KRIM-PHONE-0310|1.0|KFS2554|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10158|KFS-TEM-KRIM-PHONE-0311|1.0|KFS3410|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10159|KFS-TEM-KRIM-PHONE-0312|1.0|KFS3125|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10160|KFS-TEM-KRIM-PHONE-0313|1.0|KFS3981|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10161|KFS-TEM-KRIM-PHONE-0314|1.0|KFS1231|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10162|KFS-TEM-KRIM-PHONE-0315|1.0|KFS3722|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10163|KFS-TEM-KRIM-PHONE-0316|1.0|KFS2863|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10164|KFS-TEM-KRIM-PHONE-0317|1.0|KFS2773|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10165|KFS-TEM-KRIM-PHONE-0318|1.0|KFS3631|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10166|KFS-TEM-KRIM-PHONE-0319|1.0|KFS2952|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10167|KFS-TEM-KRIM-PHONE-0320|1.0|KFS2938|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10168|KFS-TEM-KRIM-PHONE-0321|1.0|KFS2913|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10169|KFS-TEM-KRIM-PHONE-0322|1.0|KFS3299|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10170|KFS-TEM-KRIM-PHONE-0323|1.0|KFS2880|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10171|KFS-TEM-KRIM-PHONE-0324|1.0|KFS3823|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10172|KFS-TEM-KRIM-PHONE-0325|1.0|KFS3309|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10173|KFS-TEM-KRIM-PHONE-0326|1.0|KFS3391|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10174|KFS-TEM-KRIM-PHONE-0327|1.0|KFS3939|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10175|KFS-TEM-KRIM-PHONE-0328|1.0|KFS3525|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10176|KFS-TEM-KRIM-PHONE-0329|1.0|KFS3867|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10177|KFS-TEM-KRIM-PHONE-0330|1.0|KFS3809|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10178|KFS-TEM-KRIM-PHONE-0331|1.0|KFS3866|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10179|KFS-TEM-KRIM-PHONE-0332|1.0|KFS3216|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10180|KFS-TEM-KRIM-PHONE-0333|1.0|KFS3970|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10181|KFS-TEM-KRIM-PHONE-0334|1.0|KFS1309|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10182|KFS-TEM-KRIM-PHONE-0335|1.0|KFS3586|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10183|KFS-TEM-KRIM-PHONE-0336|1.0|KFS2918|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10184|KFS-TEM-KRIM-PHONE-0337|1.0|KFS3055|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10185|KFS-TEM-KRIM-PHONE-0338|1.0|KFS3674|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10186|KFS-TEM-KRIM-PHONE-0339|1.0|KFS3973|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10187|KFS-TEM-KRIM-PHONE-0340|1.0|KFS2906|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10188|KFS-TEM-KRIM-PHONE-0341|1.0|KFS3758|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10189|KFS-TEM-KRIM-PHONE-0342|1.0|KFS3746|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10190|KFS-TEM-KRIM-PHONE-0343|1.0|KFS3121|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10191|KFS-TEM-KRIM-PHONE-0344|1.0|KFS3687|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10192|KFS-TEM-KRIM-PHONE-0345|1.0|KFS2552|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10193|KFS-TEM-KRIM-PHONE-0346|1.0|KFS2974|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10194|KFS-TEM-KRIM-PHONE-0347|1.0|KFS3662|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10195|KFS-TEM-KRIM-PHONE-0348|1.0|KFS3839|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10196|KFS-TEM-KRIM-PHONE-0349|1.0|KFS2607|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10197|KFS-TEM-KRIM-PHONE-0350|1.0|KFS3193|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10198|KFS-TEM-KRIM-PHONE-0351|1.0|KFS3513|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10199|KFS-TEM-KRIM-PHONE-0352|1.0|KFS3128|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10200|KFS-TEM-KRIM-PHONE-0353|1.0|KFS1080|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10201|KFS-TEM-KRIM-PHONE-0354|1.0|KFS3126|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10202|KFS-TEM-KRIM-PHONE-0355|1.0|KFS3946|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10203|KFS-TEM-KRIM-PHONE-0356|1.0|KFS3218|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10204|KFS-TEM-KRIM-PHONE-0357|1.0|KFS2794|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10205|KFS-TEM-KRIM-PHONE-0358|1.0|KFS3455|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10206|KFS-TEM-KRIM-PHONE-0359|1.0|KFS3091|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10207|KFS-TEM-KRIM-PHONE-0360|1.0|KFS3158|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10208|KFS-TEM-KRIM-PHONE-0361|1.0|KFS2939|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10209|KFS-TEM-KRIM-PHONE-0362|1.0|KFS3778|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10210|KFS-TEM-KRIM-PHONE-0363|1.0|KFS3678|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10211|KFS-TEM-KRIM-PHONE-0364|1.0|KFS3798|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
