univ_dt|obj_id|ver_nbr|univ_fiscal_yr|univ_fiscal_prd_cd|
20071206000000|683D47188F3089DBE0404F8189D81447|1.0|2008.0|06|
20071207000000|683D47188F3189DBE0404F8189D81447|1.0|2008.0|06|
20071208000000|683D47188F3289DBE0404F8189D81447|1.0|2008.0|06|
20071209000000|683D47188F3389DBE0404F8189D81447|1.0|2008.0|06|
20071210000000|683D47188F3489DBE0404F8189D81447|1.0|2008.0|06|
20071211000000|683D47188F3589DBE0404F8189D81447|1.0|2008.0|06|
20071212000000|683D47188F3689DBE0404F8189D81447|1.0|2008.0|06|
20071213000000|683D47188F3789DBE0404F8189D81447|1.0|2008.0|06|
20071214000000|683D47188F3889DBE0404F8189D81447|1.0|2008.0|06|
20071215000000|683D47188F3989DBE0404F8189D81447|1.0|2008.0|06|
20071216000000|683D47188F3A89DBE0404F8189D81447|1.0|2008.0|06|
20071217000000|683D47188F3B89DBE0404F8189D81447|1.0|2008.0|06|
20071218000000|683D47188F3C89DBE0404F8189D81447|1.0|2008.0|06|
20071219000000|683D47188F3D89DBE0404F8189D81447|1.0|2008.0|06|
20071220000000|683D47188F3E89DBE0404F8189D81447|1.0|2008.0|06|
20071221000000|683D47188F3F89DBE0404F8189D81447|1.0|2008.0|06|
20071222000000|683D47188F4089DBE0404F8189D81447|1.0|2008.0|06|
20071223000000|683D47188F4189DBE0404F8189D81447|1.0|2008.0|06|
20071224000000|683D47188F4289DBE0404F8189D81447|1.0|2008.0|06|
20071225000000|683D47188F4389DBE0404F8189D81447|1.0|2008.0|06|
20071226000000|683D47188F4489DBE0404F8189D81447|1.0|2008.0|06|
20071227000000|683D47188F4589DBE0404F8189D81447|1.0|2008.0|06|
20071228000000|683D47188F4689DBE0404F8189D81447|1.0|2008.0|06|
20071229000000|683D47188F4789DBE0404F8189D81447|1.0|2008.0|06|
20071230000000|683D47188F4889DBE0404F8189D81447|1.0|2008.0|06|
20071231000000|683D47188F4989DBE0404F8189D81447|1.0|2008.0|06|
20080101000000|683D47188F4A89DBE0404F8189D81447|1.0|2008.0|07|
20080102000000|683D47188F4B89DBE0404F8189D81447|1.0|2008.0|07|
20080103000000|683D47188F4C89DBE0404F8189D81447|1.0|2008.0|07|
20080104000000|683D47188F4D89DBE0404F8189D81447|1.0|2008.0|07|
20080105000000|683D47188F4E89DBE0404F8189D81447|1.0|2008.0|07|
20080106000000|683D47188F4F89DBE0404F8189D81447|1.0|2008.0|07|
20080107000000|683D47188F5089DBE0404F8189D81447|1.0|2008.0|07|
20080108000000|683D47188F5189DBE0404F8189D81447|1.0|2008.0|07|
20080109000000|683D47188F5289DBE0404F8189D81447|1.0|2008.0|07|
20080110000000|683D47188F5389DBE0404F8189D81447|1.0|2008.0|07|
20080111000000|683D47188F5489DBE0404F8189D81447|1.0|2008.0|07|
20080112000000|683D47188F5589DBE0404F8189D81447|1.0|2008.0|07|
20080113000000|683D47188F5689DBE0404F8189D81447|1.0|2008.0|07|
20080114000000|683D47188F5789DBE0404F8189D81447|1.0|2008.0|07|
20080115000000|683D47188F5889DBE0404F8189D81447|1.0|2008.0|07|
20080116000000|683D47188F5989DBE0404F8189D81447|1.0|2008.0|07|
20080117000000|683D47188F5A89DBE0404F8189D81447|1.0|2008.0|07|
20080118000000|683D47188F5B89DBE0404F8189D81447|1.0|2008.0|07|
20080119000000|683D47188F5C89DBE0404F8189D81447|1.0|2008.0|07|
20080120000000|683D47188F5D89DBE0404F8189D81447|1.0|2008.0|07|
20080121000000|683D47188F5E89DBE0404F8189D81447|1.0|2008.0|07|
20080122000000|683D47188F5F89DBE0404F8189D81447|1.0|2008.0|07|
20080123000000|683D47188E7E89DBE0404F8189D81447|1.0|2008.0|07|
20080124000000|683D47188E7F89DBE0404F8189D81447|1.0|2008.0|07|
20080125000000|683D47188E8089DBE0404F8189D81447|1.0|2008.0|07|
20080126000000|683D47188E8189DBE0404F8189D81447|1.0|2008.0|07|
20080127000000|683D47188E8289DBE0404F8189D81447|1.0|2008.0|07|
20080128000000|683D47188E8389DBE0404F8189D81447|1.0|2008.0|07|
20080129000000|683D47188E8489DBE0404F8189D81447|1.0|2008.0|07|
20080130000000|683D47188E8589DBE0404F8189D81447|1.0|2008.0|07|
20080131000000|683D47188E8689DBE0404F8189D81447|1.0|2008.0|07|
20080201000000|683D47188E8789DBE0404F8189D81447|1.0|2008.0|08|
20080202000000|683D47188E8889DBE0404F8189D81447|1.0|2008.0|08|
20080203000000|683D47188E8989DBE0404F8189D81447|1.0|2008.0|08|
20080204000000|683D47188E8A89DBE0404F8189D81447|1.0|2008.0|08|
20080205000000|683D47188E8B89DBE0404F8189D81447|1.0|2008.0|08|
20080206000000|683D47188E8C89DBE0404F8189D81447|1.0|2008.0|08|
20080207000000|683D47188E8D89DBE0404F8189D81447|1.0|2008.0|08|
20080208000000|683D47188E8E89DBE0404F8189D81447|1.0|2008.0|08|
20080209000000|683D47188E8F89DBE0404F8189D81447|1.0|2008.0|08|
20080210000000|683D47188E9089DBE0404F8189D81447|1.0|2008.0|08|
20080211000000|683D47188E9189DBE0404F8189D81447|1.0|2008.0|08|
20080212000000|683D47188E9289DBE0404F8189D81447|1.0|2008.0|08|
20080213000000|683D47188E9389DBE0404F8189D81447|1.0|2008.0|08|
20080214000000|683D47188E9489DBE0404F8189D81447|1.0|2008.0|08|
20080215000000|683D47188E9589DBE0404F8189D81447|1.0|2008.0|08|
20080216000000|683D47188E9689DBE0404F8189D81447|1.0|2008.0|08|
20080217000000|683D47188E9789DBE0404F8189D81447|1.0|2008.0|08|
20080218000000|683D47188E9889DBE0404F8189D81447|1.0|2008.0|08|
20080219000000|683D47188E9989DBE0404F8189D81447|1.0|2008.0|08|
20080220000000|683D47188E9A89DBE0404F8189D81447|1.0|2008.0|08|
20080221000000|683D47188E9B89DBE0404F8189D81447|1.0|2008.0|08|
20080222000000|683D47188E9C89DBE0404F8189D81447|1.0|2008.0|08|
20080223000000|683D47188E9D89DBE0404F8189D81447|1.0|2008.0|08|
20080224000000|683D47188E9E89DBE0404F8189D81447|1.0|2008.0|08|
20080225000000|683D47188E9F89DBE0404F8189D81447|1.0|2008.0|08|
20080226000000|683D47188EA089DBE0404F8189D81447|1.0|2008.0|08|
20080227000000|683D47188EA189DBE0404F8189D81447|1.0|2008.0|08|
20080228000000|683D47188EA289DBE0404F8189D81447|1.0|2008.0|08|
20080301000000|683D47188EA389DBE0404F8189D81447|1.0|2008.0|09|
20080302000000|683D47188EA489DBE0404F8189D81447|1.0|2008.0|09|
20080303000000|683D47188EA589DBE0404F8189D81447|1.0|2008.0|09|
20080304000000|683D47188EA689DBE0404F8189D81447|1.0|2008.0|09|
20080305000000|683D47188EA789DBE0404F8189D81447|1.0|2008.0|09|
20080306000000|683D47188EA889DBE0404F8189D81447|1.0|2008.0|09|
20080307000000|683D47188EA989DBE0404F8189D81447|1.0|2008.0|09|
20080308000000|683D47188EAA89DBE0404F8189D81447|1.0|2008.0|09|
20080309000000|683D47188EAB89DBE0404F8189D81447|1.0|2008.0|09|
20080310000000|683D47188EAC89DBE0404F8189D81447|1.0|2008.0|09|
20080311000000|683D47188EAD89DBE0404F8189D81447|1.0|2008.0|09|
20080312000000|683D47188EAE89DBE0404F8189D81447|1.0|2008.0|09|
20080313000000|683D47188EAF89DBE0404F8189D81447|1.0|2008.0|09|
20080314000000|683D47188EB089DBE0404F8189D81447|1.0|2008.0|09|
20080315000000|683D47188EB189DBE0404F8189D81447|1.0|2008.0|09|
20080316000000|683D47188EB289DBE0404F8189D81447|1.0|2008.0|09|
20080317000000|683D47188EB389DBE0404F8189D81447|1.0|2008.0|09|
20080318000000|683D47188EB489DBE0404F8189D81447|1.0|2008.0|09|
20080319000000|683D47188EB589DBE0404F8189D81447|1.0|2008.0|09|
20080320000000|683D47188EB689DBE0404F8189D81447|1.0|2008.0|09|
20080321000000|683D47188EB789DBE0404F8189D81447|1.0|2008.0|09|
20080322000000|683D47188EB889DBE0404F8189D81447|1.0|2008.0|09|
20080323000000|683D47188EB989DBE0404F8189D81447|1.0|2008.0|09|
20080324000000|683D47188EBA89DBE0404F8189D81447|1.0|2008.0|09|
20080325000000|683D47188EBB89DBE0404F8189D81447|1.0|2008.0|09|
20080326000000|683D47188EBC89DBE0404F8189D81447|1.0|2008.0|09|
20080327000000|683D47188EBD89DBE0404F8189D81447|1.0|2008.0|09|
20080328000000|683D47188EBE89DBE0404F8189D81447|1.0|2008.0|09|
20080329000000|683D47188EBF89DBE0404F8189D81447|1.0|2008.0|09|
20080330000000|683D47188EC089DBE0404F8189D81447|1.0|2008.0|09|
20080331000000|683D47188EC189DBE0404F8189D81447|1.0|2008.0|09|
20080401000000|683D47188EC289DBE0404F8189D81447|1.0|2008.0|10|
20080402000000|683D47188EC389DBE0404F8189D81447|1.0|2008.0|10|
20080403000000|683D47188EC489DBE0404F8189D81447|1.0|2008.0|10|
20080404000000|683D47188EC589DBE0404F8189D81447|1.0|2008.0|10|
20080405000000|683D47188EC689DBE0404F8189D81447|1.0|2008.0|10|
20080406000000|683D47188EC789DBE0404F8189D81447|1.0|2008.0|10|
20080407000000|683D47188EC889DBE0404F8189D81447|1.0|2008.0|10|
20080408000000|683D47188EC989DBE0404F8189D81447|1.0|2008.0|10|
20080409000000|683D47188ECA89DBE0404F8189D81447|1.0|2008.0|10|
20080410000000|683D47188ECB89DBE0404F8189D81447|1.0|2008.0|10|
20080411000000|683D47188ECC89DBE0404F8189D81447|1.0|2008.0|10|
20080412000000|683D47188ECD89DBE0404F8189D81447|1.0|2008.0|10|
20080413000000|683D47188ECE89DBE0404F8189D81447|1.0|2008.0|10|
20080414000000|683D47188ECF89DBE0404F8189D81447|1.0|2008.0|10|
20080415000000|683D47188ED089DBE0404F8189D81447|1.0|2008.0|10|
20080416000000|683D47188ED189DBE0404F8189D81447|1.0|2008.0|10|
20080417000000|683D47188ED289DBE0404F8189D81447|1.0|2008.0|10|
20080418000000|683D47188ED389DBE0404F8189D81447|1.0|2008.0|10|
20080419000000|683D47188ED489DBE0404F8189D81447|1.0|2008.0|10|
20080420000000|683D47188ED589DBE0404F8189D81447|1.0|2008.0|10|
20080421000000|683D47188ED689DBE0404F8189D81447|1.0|2008.0|10|
20080422000000|683D47188ED789DBE0404F8189D81447|1.0|2008.0|10|
20080423000000|683D47188ED889DBE0404F8189D81447|1.0|2008.0|10|
20080424000000|683D47188ED989DBE0404F8189D81447|1.0|2008.0|10|
20080425000000|683D47188EDA89DBE0404F8189D81447|1.0|2008.0|10|
20080426000000|683D47188EDB89DBE0404F8189D81447|1.0|2008.0|10|
20080427000000|683D47188EDC89DBE0404F8189D81447|1.0|2008.0|10|
20080428000000|683D47188EDD89DBE0404F8189D81447|1.0|2008.0|10|
20080429000000|683D47188EDE89DBE0404F8189D81447|1.0|2008.0|10|
20080430000000|683D47188EDF89DBE0404F8189D81447|1.0|2008.0|10|
20080501000000|683D47188EE089DBE0404F8189D81447|1.0|2008.0|11|
20080502000000|683D47188EE189DBE0404F8189D81447|1.0|2008.0|11|
20080503000000|683D47188EE289DBE0404F8189D81447|1.0|2008.0|11|
20080504000000|683D47188EE389DBE0404F8189D81447|1.0|2008.0|11|
20080505000000|683D47188EE489DBE0404F8189D81447|1.0|2008.0|11|
20080506000000|683D47188EE589DBE0404F8189D81447|1.0|2008.0|11|
20080507000000|683D47188EE689DBE0404F8189D81447|1.0|2008.0|11|
20080508000000|683D47188EE789DBE0404F8189D81447|1.0|2008.0|11|
20080509000000|683D47188EE889DBE0404F8189D81447|1.0|2008.0|11|
20080510000000|683D47188EE989DBE0404F8189D81447|1.0|2008.0|11|
20080511000000|683D47188EEA89DBE0404F8189D81447|1.0|2008.0|11|
20080512000000|683D47188EEB89DBE0404F8189D81447|1.0|2008.0|11|
20080513000000|683D47188EEC89DBE0404F8189D81447|1.0|2008.0|11|
20080514000000|683D47188EED89DBE0404F8189D81447|1.0|2008.0|11|
20080515000000|683D47188EEE89DBE0404F8189D81447|1.0|2008.0|11|
20080516000000|683D47188FBD89DBE0404F8189D81447|1.0|2008.0|11|
20080517000000|683D47188FBE89DBE0404F8189D81447|1.0|2008.0|11|
20080518000000|683D47188FBF89DBE0404F8189D81447|1.0|2008.0|11|
20080519000000|683D47188FC089DBE0404F8189D81447|1.0|2008.0|11|
20080520000000|683D47188FC189DBE0404F8189D81447|1.0|2008.0|11|
20080521000000|683D47188FC289DBE0404F8189D81447|1.0|2008.0|11|
20080522000000|683D47188FC389DBE0404F8189D81447|1.0|2008.0|11|
20080523000000|683D47188FC489DBE0404F8189D81447|1.0|2008.0|11|
20080524000000|683D47188FC589DBE0404F8189D81447|1.0|2008.0|11|
20080525000000|683D47188FC689DBE0404F8189D81447|1.0|2008.0|11|
20080526000000|683D47188FC789DBE0404F8189D81447|1.0|2008.0|11|
20080527000000|683D47188FC889DBE0404F8189D81447|1.0|2008.0|11|
20080528000000|683D47188FC989DBE0404F8189D81447|1.0|2008.0|11|
20080529000000|683D47188FCA89DBE0404F8189D81447|1.0|2008.0|11|
20080530000000|683D47188FCB89DBE0404F8189D81447|1.0|2008.0|11|
20080531000000|683D47188FCC89DBE0404F8189D81447|1.0|2008.0|11|
20080601000000|683D47188FCD89DBE0404F8189D81447|1.0|2008.0|12|
20080602000000|683D47188FCE89DBE0404F8189D81447|1.0|2008.0|12|
20080603000000|683D47188FCF89DBE0404F8189D81447|1.0|2008.0|12|
20080604000000|683D47188FD089DBE0404F8189D81447|1.0|2008.0|12|
20080605000000|683D47188FD189DBE0404F8189D81447|1.0|2008.0|12|
20080606000000|683D47188FD289DBE0404F8189D81447|1.0|2008.0|12|
20080607000000|683D47188FD389DBE0404F8189D81447|1.0|2008.0|12|
20080608000000|683D47188FD489DBE0404F8189D81447|1.0|2008.0|12|
20080609000000|683D47188FD589DBE0404F8189D81447|1.0|2008.0|12|
20080610000000|683D47188FD689DBE0404F8189D81447|1.0|2008.0|12|
20080611000000|683D47188FD789DBE0404F8189D81447|1.0|2008.0|12|
20080612000000|683D47188FD889DBE0404F8189D81447|1.0|2008.0|12|
20080613000000|683D47188FD989DBE0404F8189D81447|1.0|2008.0|12|
20080614000000|683D47188FDA89DBE0404F8189D81447|1.0|2008.0|12|
20080615000000|683D47188FDB89DBE0404F8189D81447|1.0|2008.0|12|
20080616000000|683D47188FDC89DBE0404F8189D81447|1.0|2008.0|12|
20080617000000|683D47188FDD89DBE0404F8189D81447|1.0|2008.0|12|
20080618000000|683D47188FDE89DBE0404F8189D81447|1.0|2008.0|12|
20080619000000|683D47188FDF89DBE0404F8189D81447|1.0|2008.0|12|
20080620000000|683D47188FE089DBE0404F8189D81447|1.0|2008.0|12|
20080621000000|683D47188FE189DBE0404F8189D81447|1.0|2008.0|12|
20080622000000|683D47188FE289DBE0404F8189D81447|1.0|2008.0|12|
20080623000000|683D47188FE389DBE0404F8189D81447|1.0|2008.0|12|
20080624000000|683D47188FE489DBE0404F8189D81447|1.0|2008.0|12|
20080625000000|683D47188FE589DBE0404F8189D81447|1.0|2008.0|12|
20080626000000|683D47188FE689DBE0404F8189D81447|1.0|2008.0|12|
20080627000000|683D47188FE789DBE0404F8189D81447|1.0|2008.0|12|
20080628000000|683D47188FE889DBE0404F8189D81447|1.0|2008.0|12|
20080629000000|683D47188FE989DBE0404F8189D81447|1.0|2008.0|12|
20080630000000|683D47188FEA89DBE0404F8189D81447|1.0|2008.0|12|
20080701000000|17C899FA-6A6B-2134-2C03-01774023A233|1.0|2009.0|01|
20080702000000|B5EF8AA3-C70B-F612-BAFE-049D61F6313A|1.0|2009.0|01|
20080703000000|F8B66717-59F5-58AA-DAAD-ED11FDC214BA|1.0|2009.0|01|
20080704000000|CA2B89A9-3572-615B-3BBD-EE043EECC705|1.0|2009.0|01|
20080705000000|586424CF-D325-9D72-F829-F1BF4E913D12|1.0|2009.0|01|
20080706000000|EE5E44CE-A337-8384-98B7-D5FAD05E03DC|1.0|2009.0|01|
